参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
CCCH9027一問🙏,still hv?,leng grade？,How is the grade?,1,5,,,,,
有冇c今晚想甜,Pm,樓主Pm,lm,1,5,,,,,
BA Sem1 幾時出grade🥲,已經準備好跳🥲,16,,,,1,2,,,
exchange tran credit,問 faculty 睇下點 Tran,🫠,就係想問可唔可以咁樣當讀咗2個 free e,1,5,,,,,
__,"I have A source, Pm",pm,pm,2,17,,,CCGL 9001伏唔伏？,,
[Law]想問A&O 出咗 vac sch offer未?,出左,Early dec,May I know when? Thanks!,2,4,,,,,
BIOL 3403 A source for sale,dm pls,Pm,hi,1,5,,,,,
HKU 學生係咪可以攞藥？🤔🤔,想炒?,LM,以前好似聽講可以用$10 攞藥？有冇ching 知道點攞？🙏🙏,4,3,,,,,
有冇人讀過MGMT2787,同問,Meee,同問,2,9,,,,,
收CCHU9039 A range source,如題🙏🏼,,,,,,,,1,1
ACCT3109 / FINA3319 A sources,我有興趣，覆機 OK？,Victor Ching 而家做咩潛水？？？？？,Hi？？,2,18,,,,,
IELTS 問題,想問下想apply uk/ aus master 應該考IELTS (academic) 定係 IELTS UKVI (Academic) ? Thanks!,,,,,,,,1,1
Legal Aid Winter Intern,May I know how’s your CGPA?,Me,Anyone received offer?,4,11,,,,,
找math2014老師有償錄視頻教學,"Hii there, our group wants to cooperate with each good grade student to record videos for selling. If you are interested in recording the following courses, please pm us!!-ENGG 1310-MATH 1013-ELEC 3143-BIOL 1110-MECH 2407Of course if you want to record courses beside the list, you are welcome to contact us.",,,,,,,,2,1
Need biol4401 3404 3403 資料,dm pls,hmuch,Sent!,1,10,,,,,
美國exchange 洗費,冇車去美國勁唔方便😓,pm？,,,,2,5,,,
有無人見日本限制來回香港航班有啲心涼,以前一直都諗點解香港搞到咁啲人仲會咁開心留喺香港 打工揾錢買樓？大概係因為喺香港讀完大學儲夠工作經驗如果移民係做文員 低技術工作嘅話個opportunity cost/sunk cost太大要照顧屋企老人家係無偈但係好多20頭嘅 兩老身體健壯都一樣無諗過走連班老豆老母唔使佢養嘅中產二代都一樣係咁喺中共管治下因為佢要收你民主自由所以只可以營造一個揾錢至上嘅環境等你覺得揾到錢 人生就完滿 等你無咁多抱怨只要一年有得去一兩次日本 做個普通中產就已經心滿以足喺嗰陣我就覺得 呢班懞撚 係要無得去日本嗰陣先會覺得痛我一生人最鐘意去旅行一年最癲去9次14年嗰陣已經好想攞外國護照就係驚有朝一日無咗旅行嘅自由19年嗰陣 喊過 失望過但係知道英加開放移民我可以用父母本BNO. 或者去加拿大三年半攞護照有少少苦盡甘來嘅感覺無奈屋企人日日睇藍絲YouTube講到外國幾慘幾慘一聽到話想去外國做幾年嘢入咗籍先就極力反對我好嬲嬲嘅係你搞我住嘅地方都唔夠連我嘅逃生筏 你都要靠propaganda拉沉佢更加嬲嘅係嗰班笑鳩你嘅長輩同同輩話你有專業人士唔做做咩要去英加交重稅我心諗 樓貴唔係間接稅？揾少啲 過得開心啲 有咩問題？笑我嗰個長輩自己一生由低下變中產自住層樓過億自己同個仔有BC賺埋賺埋 老婆早幾年40中就中風死咗個仔本身喺英國做緊ibanker 佢就遊說個仔 話嗰邊重稅叫佢返香港講到尾 一個人賺咗成世錢退咗休獨守空房嫌悶先揾個理由叫個仔返香港個仔攞佢筆遺產無estate duty 做ibanker 點重稅都好都可以食足一世日本限制香港航班係好事我依家人在日本無打算直接返香港所以對我無影響但係班中產唔跌唔會痛繼續死攬住就負資產嘅樓過世啦講到尾移唔移民係個人自由但係反對移民 阻人移民嘅風氣好乞人憎,,,,,,,,1,1
fbe exchange 上non  business課,and tran cred back to hku as free elective?,allowed,,,,2,5,,,
HKUWW 韓國,想知係唔係全部course都英文教？aim 首爾大學,Hii,好驚又virtual tour,2,25,,,,,
請問有冇想24年出國讀dietitian master?,"Maybe u can pm me, as u didn’t send it to me😂",Pm same,pm,1,9,,,,,
23-24 HKUWW interview,Hkuww no need interview,Anyone already?,,,,1,2,,,
聖誕圍爐讀書區,大家方便嘅話請用hku email嚟 join😹,https://discord.gg/Kmpb5dbZ,lm,3,20,,,,,
中covid 4個exam 冇考好辛苦,慘,發燒照去考,係,1,31,,,,,
2324 Exchange 但未考IELTS,你去邊,我啲host都唔洗 咁我考嚟做乜🥹,不過我應該唔會考,2,12,,,,,
fbe exchange,Lm,3.5+,"有無人知道以下排”very competitive & popular” 既大學大概要幾多gpa？🙏🏼感激1. McGill University2. University of British Columbia3. University of Toronto, Rotman Commerce4. King’s College London5. University of Manchester 6. New York University 7. University of Southern California",3,3,,,,,
"有冇English tutor,",Pm pls dse eng 5**,"Pm, interested",Hi,2,13,,,,,
有冇絲搵緊人夾租,搵夾租 ba,Pmed,Pm,1,4,,,,,
收 iimt2643 iimt2602 source,push,,,,,,,,1,1
提前grad,Ur case is Arts or other!?,Arts,Look for it on the website,2,18,,,,,
招 case comp teammates,Pm have 3 bank exp,Pm!,,,,2,32,,,
有冇人分享下acct3106 grade?,Travis,,,,,,,,1,1
Psycho 人有咩目標願望許願區 + ￼￼迷茫圍爐取暖區,係，個個都係文盲得你一個有資格講嘢 🤭,其實你講嘢嘅邏輯同嗰位仁兄係一樣自己可以屌人但人唔可以屌自己自己可以教訓人哋但係人哋唔可以同你講道理笑死你嘅嗰種雙重標準令人大開眼界唔知道你係文盲定係點佢嘅情緒失控係由入嚟嘅第一刻已經出現😂唔補充係好事費事大家眼冤啦,你自己咪又係一副教精人嘅嘴臉，全部都係垃圾 🤭 佢哋鍾意自曝其短就咪阻佢哋 🤭,2,133,,,,,
ECON2220點算pass？,好似俾人罰抄咁,true false 一題都唔識。。。,我反而覺得佢最後嗰條好repetitive,2,10,,,,,
Math1009 點先pass 唔F🥲,裸考都A-，點會F啊😂,即係assignment+mid term+final weighed完 >35%就唔會F?,overall＞35％，老師好好人,1,7,,,,,
Any haitong MT panel in?,Offer released!,Pm?,Me,1,3,,,,,
求POLI3149 人解答,hi coursemate. Pm,想問究竟final paper係點寫🥲 咩係proposed theory… 寫完notes自己睇唔明🥹,,,,2,2,,,
__,"Hello if anyone’s interested in trying out their service (hair removal / facial), you can let me know!I’m a current customer there (i can show you the receipt as proof) and you can enjoy discount upon referral! 🥰can also feel free to let me know if you have any questions, I had a lot of concerns about doing medical beauty stuff because it ain’t cheap and I don’t want to deceived and waste the hard-earned money. Even if you’re just curious and not sure whether or not to purchase you can still feel free to ask me any questions ☺️",,,,,,,20beauty / perface discount,1,1
ccgl9065 A source,ccgl9065 A source!! pm if interested,,,,,,,,1,1
有冇人試過sick leave考supplementary?,Hi我結果照去考試冇absent呀,😮‍💨,Pm?,2,13,,,,,
S2 日本一橋,有無sem2 去HU 嘅whatsapp group🙈😂,Pm?🥹🥹,Me also唔知要點樣做🫠🫠,3,9,,,,,
求math1013 2022sem1 lecture rec,建議問咗prof 畀唔畀先,"想要all lecture recording 同notes, 價錢可議",,,,1,2,,,
Econ2220 overall 40％可唔可以pass？,又啱,加上midterm exam，早就超過4成，final唔使考都可以,得三成都pass到？,6,4,,,,,
☠,如果你當free elective就冇人理你，你鍾意再讀又好唔讀都冇人理,如果你係商學院嘅，咁就一定要,至於使唔使重讀就睇吓你主修咩科,1,7,,,econ1210 fail揮手區,,
Econ2276 State Law Economy,Pm,pm？,冇，已放棄,3,16,,,,,
有冇FBE人試過sem 1 exam 補考？大約會幾時考？,Yes,Lecturer 同你講？,我今個sem econ1210話會1月12補考,2,12,,,,,
Mgmt2787,聽人講係學到嘢，同埋ok靚grade,有無人知呢個course靚唔靚grade🥹,,,,1,2,,,
stat補習,有意pm,,,,,,,,1,1
Biol1110,Hard,幾簡單,,,,1,4,,,
Chem2442,求past paper answers🙏🏻,,,,,,,,1,1
ACCT3106 ￼Exam討論區,Sighh,你講緊邊題,完全做唔曬,1,10,,,,,
bstc 2015 sources/ study group,大炒,求source🙏🏻,push,2,4,,,,,
nursing 同學uniform badge,thxxx,Sr3 5樓general office,我想問下我喺邊度可以買個 year badge?,2,3,,,,,
IIMT3623收source,價錢pm 傾，想要A range source,,,,,,,,1,1
想搵個可以每日分享日常既人,Pm,樓主here Yr3 巴 can pm me,,,,1,2,,,
Sem break Anyone want 行山？,Pm,行下山都好 我係巴 你哋係巴定絲,Pm,1,7,,,,,
日本exchange ielts,push,想問如果host冇要求ielts 有冇人冇交ielts比hku都有offer?,,,,1,2,,,
有冇人收到SLR Lab internship offer,🥲🥲🥲 same thought,interview 係浪費自己時間,收皮啦SLR 成日都無消息,1,4,,,,,
放elec2346 source,Pm,洗撚sources咩 咁撚簡單🙄,"放2021-2022 elec2346 A+source, 有意pm",1,3,,,,,
__,琴日個chat expire咗 唔該再pm？,pm?,,,,2,5,有冇男仔sem2去nus交換嘅 冇hall住諗住搵人合租,,
Want stat2601 pp,Library 有,you have?,"me sem 2 study 2601, want to get some study materials first",1,12,,,,,
__,pm,pm,Pm,4,25,,,求GEOG1020 past paper,,
出geog1020 source,pm,pm🙏,🙏pm,2,11,,,,,
CIVL2102,你廢姐,你廢姐,J Yang 教得幾好,5,,,,,,
Anyone ACCT3103 3106 source?,Still have ?,want!!,Pm got it,2,3,,,,,
psyc1001 A range source,pm,pm,包以下材料：1. 兩份Mini report 連comment2. 考試題目3. PP4. Final report 連comment5. 考試溫書方向有興趣PM我,1,3,,,,,
ACCT2105 past paper,pm,pm,pm,1,28,,,,,
want acct3107 A+ source,Pm me,pm,Pm la,1,10,,,,,
__,💪💪,我都係，唉,,,,28,45,Final 病咗係會補考定點?,,
Sem 1 final補考,想問如果有scholarship但sem1成績pending點算🤣🤣,+1 我都有考唔到嘅course 淨係開sem1,如果淨開sem1點算,1,7,,,,,
放acct2105 pastpaper,pm,pm,pm pls,1,8,,,,,
有冇人讀過FREN1002?,讀完1001唔係應該有個底 就唔難讀咩,1002爛唔爛grade?,,,,1,2,,,
☺️,有冇人知係咪會難d?同大概幾時考?,係咪有final supple?,唔係term test冇咩？,1,4,,,Econ1220,,
PWMA UBS做咗OT幾時有update？,同問,any updates,統一29/1-5/2 出,5,22,,,,,
CSCI9001 考試大家如何,今次食屎了,做唔哂 搞唔掂,我唔止ppt做唔晒😀,1,8,,,,,
有冇人有EUST 1010 A source?,Still have?,Pm?,Last sem A- jor,1,3,,,,,
22/23 UK Exchange (Sem2),engine,Which fac are u from?,3.2,1,8,,,,,
hkuww exchange,可,想問下如果first round冇offer可唔可以再apply apply late round/ 下年再報,,,,1,2,,,
急收ACCT2105 2021 fall final pp,want also!!,PUSH!!,Same,1,7,,,,,
有無人係HKUWW Sem 1去East Anglia？,Hi want ask gpa,,,,,,,,1,1
想要ACCT2105 source,pm,,,,,,,,1,1
HKUWW VS FBE exchange,難啲，上兩年啲人p/f GPA都好高，uk更competitive,請問 GPA 3.3 左右想去 UK apply HKUWW or FBE exchange 大啲機會? 同埋有無學校推薦,,,,1,2,,,
幾時出sem1 grade,Sci fac 13/1 release grade,好似話1月16號,,,,3,2,,,
伍欣然喺唔喺到,你係本人？,做咩,,,,1,2,,,
想請問green gown 點攞到？,Carousell,之前見過賣80,200蚊 賣全新green gown (m),2,5,,,,,
Geog1012 A grade source,Tmr morning exam,Pm🙏,last sem,2,36,,,,,
ECON2264 Assignment 2,Pm,Pm,pm,2,15,,,,,
高價急收 ACCT2102 2021 Final PP,I sent you an invitation,"urgent, pm",no problem please pm,1,7,,,,,
geog1012,,,,,,,,,,
急收 FINA2312 sources,pm urgent plz,Have,Push,1,14,,,,,
Geog1003,Pm me,Pm,pm,2,58,,,,,
咩工會因為gpa低過3即刻screen 人走,Yes,Yes exactly,Year 3 e&f as well,3,8,,,,,
GEOG1012 A range source sale,.,Pm,Same,1,11,,,,,
想去韓國exchange…,去韓國winter school唔睇gpa 但缺點去得一個月,去法國好似唔睇gpa,2.85有冇機會去到任何一個國家exchange🥲,1,8,,,,,
代做stat,hi why cannot find back ur msg in tg?,Pm,"ok click fire, major stat a range",1,5,,,,,
Campus 野戰,"Yes, 你都係？",gay?,同你玩？,3,21,,,,,
收fina2312 source,wanna 2021-22 2nd semester final past paper！,,,,,,,,1,1
mgmt2401 presentation grade,89….,,,,,,,,1,1
Geog1003,Pm me,Anyone can help email pp 😔😔,Hu,2,73,,,,,
Sources_centre二次售賣sources,咪講笑啦 啱啱先問完人買 轉頭就sell high,only 出自己嘅野， download/ screen shots of paper after the exam,唔建議用人地野再賣俾人,2,3,,,,,
ECON 1280 VS STAT 1602,No idea,有冇人知幾多%先唔會F?,Wtf 😩我F硬,1,27,,,,,
GEOG1012 A Source,pm,Pm,Pm,3,16,,,,,
geog1003 grade,Pm please 🥺,Pm pls message me,Pm!!,1,20,,,,,
geog1003,pm,pm,pm,3,35,,,,,
exchange gpa,Sameeee,Push,Anyone know about gpa for Manchester univ😿,1,4,,,,,
comp2396 past paper?,有冇人卖comp2396 上學期past paper?,,,,,,,,1,1
收Geog1012 source,Pm,Pm,Pm,1,20,,,,,
Econ1280 midterm分,💪💪,得返一日做到啲咩🤧,睇notes &textbook concept， 同埋do textbook exercises & assignments,1,7,,,,,
HKEX summer intern,Pm,Perhaps we will receive news (if any) in late Dec/ early Jan?,push,65,187,,,,,
求Acct3106 3109 A source,pm pls,Have latest 3109 A source Sem 2 2022,Have 3109 A source as well pm,1,35,,,,,
Acct3109好唔好grade？,still have？pm pls,Pm,still have?,1,7,,,,,
acct3109 exam paper,pm,same,有冇上個sem question paper/ answer?,2,3,,,,,
math1009賽後討論,Mc完全唔夠時間做…,mc難 我覺得,1009 算唔算難,7,33,,,,,
ECON 2210 Fall PP,pm,I took ECON2210 in 2021 fall,,,,1,2,,,
Quit u程序一問,如果諗住rejupas 記住問清楚有冇隱藏penalty,收到，感謝你！！🙇🏻‍♂️🙇🏻‍♂️,你有學生證可以用到嘅優惠會遠遠超出呢$150,1,9,,,,,
__,去賣旗啦你,一直有唸法開網店&賣下嘢咁 呢幾年疫情突然多左好多online shops 想知如果依家開網店 大家有冇話建議賣d咩會多啲market？利申冇話好想/唔想賣d咩,,,,2,3,想知依家開online shop係咪已經好難做？,,
求geog 1012 source,pm,pm,Pm,1,16,,,,,
soci2071 source,Pm,can you pm me again or leave your tg? The chat has expired,Pm,1,6,,,,,
"收source, 靚grade 易讀科source🙏🏼",COMP1117,Pm,Econ1210 easy lek grade,6,37,,,,,
收Econ 2280 a sourcw,pm,pm,pm,1,9,,,,,
__,如上🙏🏻,,,,,,,有冇人報second degree MBBS收到面試通知,3,1
有冇sem 1 uiuc? Please dm,想問你知唔知uiuc幾多gpa先去到？🙏🏻🙌🏻,,,,,,,,1,1
COMP 係咪想逼死學生￼,OS Algo🤢,Comp三字頭嗰爛grade course會仲慘,2121都覺得難你哋點讀上去,4,12,,,,,
Econ1210 absence exam,Google/AAO/FBE/Moodle,邊度有得睇補考嘅info,,,,1,3,,,
Econ 1280 midterm score,唉冇溫過，預咗F,assm唔係淨係佔20%咩？,,,,1,13,,,
想問下CIVL 1105 final分同gpa cutoff,知嘅可在此留言或pm (估亦可）,,,,,,,,1,1
Bstc 2009 A+ essay,Pm pls,I hv pm,If have A+ source essay pls pm the price and title🙏🏻,1,3,,,,,
收geog 1003 past paper with ans,Pm,Pm,Pm,2,53,,,,,
SCNC1112 大L獲,Pm,pm,Push,1,5,,,,,
BIOL1201 source,Pm,Pm,"Sale:A+: BIOL1309, BIOL2103, BSTC2005A: BIOL1201, CCST9026, CCST9045A-: CCHU9056, CHEM2442",1,3,,,,,
收civl3103 3107 3133 source,考完😂😂,Hi ching 急要,有3133,1,7,,,,,
收3202 pp,Anyone have biol3202 past papers,,,,,,,,1,1
求biol3401 exam A source,想要biol3401/3402 exam a range sources,,,,,,,,1,1
Exam arrangement求助,如果係隔離令佢會叫你填part 1,想知你地有冇填張form嘅part two 我冇睇醫生冇填到 有啲驚被disapprove🫢定係其實連張form都唔洗 隔離令就夠 (我兩樣都交咗🫠),問返faculty or 個科prof 好D,2,29,,,,,
__,Pm pls,Pm pls,Pm Hv A+ source,1,9,,,收bstc2009 A range source,,
CCHU9006 A+ source,Want,pm if interested,,,,1,3,,,
點先要補考,when the overall grade is F,"如果個course係presentation同考試各50%，presentation已知a range, 但個考試fail左。補考係全個course fail左先要補定凈係考試fail左就要？",,,,1,2,,,
Geog1003係咪要睇曬全部note,Just course review that one is ok,好多頁notes點睇,,,,1,2,,,
Fina2330 係咪轉咗syllabus？,做做吓pp覺得啲嘢好似完全冇見過咁…,,,,,,,,2,1
__,不知道6901 trans ba gpa又幾多呢,你最好搵下啲prof問,無A但all b range,10,21,,,BA trans BBA 有無機會？,,
收ACCT3103 source,Pm,pm,,,,2,11,,,
收math1009 sem1 pastpaper連答案,Pm,Hi I am interested,pm,1,6,,,,,
US exchange GPA,同問,Wanna know too,.,5,8,,,,,
UCL exchange GPA,lm,Wanna know too,BA,2,5,,,,,
IIMT2601 pp for sale,Pm,Pp with A solution. Pm for more,,,,1,2,,,
買comp3322 asm2（高價買）,pm,Pm have comp3322,Pm,1,10,,,,,
收 FINA2320 sources,pm,pm,pmpm,1,5,,,,,
USA EXCHANGE GPA,揀啲2 star geh 咪得,Push,Push,1,4,,,,,
ccch9023,"A sourceall assessments, asms",,,,,,,,1,1
Work life balance 定係賺錢為上？,揀2 以後跳槽bargaining power好啲,Job offer就揀2啦,Job offer,2,10,,,,,
Yonsei uni exchange anyone？,想知你哋嘅GPA大概幾多？😭🙈,pmTvT,dm!!,2,51,,,,,
求Iimt2601 exam mc source,Only short q,Have mcq?,have pp,1,3,,,,,
JAPN1011 Essay 2 分數,大家出左分未🫠,,,,,,,,1,1
想要 Econ1210 excel,Thx,I’m interested,pm,1,5,,,,,
Econ1210,Hi I’m interested,ECON1210 A-Range source available ‼️Self-made notes: Step-by-step solution guide for all question types (with graphic illuatration)Feel free to tg me  https://t.me/heyyy8910,wkf會upload pp架,1,4,,,,,
平放geog1003 exam,有意留tg,,,,,,,,1,1
Bioc2600,我之前讀過 course work 差不多滿分 exam 差不多完全5sick 空左一條long question 最後B,好難🥲 希望可以pass到 d都可以😭,想問吓呢課平時分90% ，final大概考幾多先唔會fail⋯,1,3,,,,,
final中肺炎點計,補考難d定超考自己諗,梗係，唔係多得佢我邊有得 online exam,扮冇事照考啦,1,13,,,,,
Final 完全溫5入腦 大家final溫幾耐,Gpa仲有升,3日温3科都試過,bio 溫書極低效率,3,4,,,,,
MATH1009 Source,Pm,Pls press the fire ring,Pm,2,27,,,,,
收math1009 sem1 source,Pm,Pm,pm,19,,,,,,
BIOL1201 的困擾,同past paper完全唔同，盡寫points，有機會有計數，上年A+,"上年講明同past paper 唔似温熟D就可以, 情景題 但係唔難勁多人連Equation 都唔背就入去考上年Sem 1 A+","佢係咪都係俾啲情境題問你digestive system, diseases related to over consumption of macronutrients? 同past paper 好似？",1,5,,,,,
☠,Pm!,放 有興趣pm,,,,1,3,life sci1 source,,
bba trans ba,Bba trans ba gpa要幾多？,捱埋個 math course 就可以！ 跟住再捱 econometrics 跟住 free electives 全部揀純文字,EnF tran bba囉 一係,4,43,,,,,
放 CCGL9018 3年 A grade source,Pm,Pm,pm,1,17,,,,,
收bstc2009 source,plz pm,Plz tg @a_little_cloudy,Pm,1,11,,,,,
Crim law a range source,Interested plz pm,Dm if interested,,,,1,2,,,
COMP3366 Past paper,Pm,Have answer?,Yau pp,1,4,,,,,
BIOL3408 炒粉區,cls long q 第二題完全唔識做。。。,炒到七彩,,,,1,2,,,
any BIOL3406 resources？,pmmmm plz,,,,,,,,1,1
soci1001 點考 急！,Just simply understand and memories stuff in the ppt and use them in the essay,yes very easy no worries,So 2 hours for 2 essays+20 mcs?🙏🏻,2,7,,,,,
Cbba9001 A range source,Hello have cbba A source with pp,pm,Pm! Wanna buy,1,6,,,,,
business school exchange,有冇ching 去business exchange 讀majority non business course? 去exchange 想explore 吓其他科,,,,,,,,1,1
收Geog1003 source,Pm,I hv,I hv,1,12,,,,,
econ3222,,,,,,,,,,
Trans科offer,想問下係trans咗第二個sem就可以讀？,pm,想問gpa幾多,3,11,,,,,
PSYC2007 Lab Report,點解仲唔交,…..,有冇人仲未交,1,3,,,,,
買MATH1009 Sem1 pp answer,Tg me at @helpmyassout淨係要sem 1 exam past paper🙏🏻,,,,,,,,1,1
BIOL2101 BIOC2600連住考真係慘過食屎,兩科都各睇咗兩次 全部都唔係好熟.. 😭 你呢 兩科都有讀？,ching溫成點🫠,bioc2600已經係痴撚線科 仲要加埋2101 真係想jump,2,3,,,,,
