参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
🌱,🐺,到時到後finance office會出email叫你上e-sis交，上面有寫接受咩方式俾錢,,,,,,,,,幾時交￼宿舍費？￼同埋點交？,1,1
「從不快樂到自殺」,🍆,香港學生選擇自殺，原因不單單是教育制度，而是社會風氣。香港是一個勢利的地方，人人都認為不讀書，找不到好工作，人生便是失敗。學生有夢想被人批評是妄想，不實際。但了解實況的人都知，即使讀上三大，若科目不是專科如醫生，出路根本沒有大增，即使是三大的商科亦有人最後只是售貨員。香港社會不斷吹鼓讀書考上大學就是成功的想法，有時侯即使家長不給壓力學生亦會自製壓力。在別人特別是上一輩眼中讀書是我們唯一的出路，只要肯讀便有好成績，無奈這不是書實，在香港考試已不單單講求付出，特別是DSE，更需要運氣，考說話要視乎對手若對手一語不發，考生未能回應別人即使自身論點多麼好，五星星都不會出現；考筆試每年難度有一定差別，要視乎那一年是難還是容易，簡單一句要視乎你那一年出生。,,,,,,,,,,1,1
🍜,🙉,我上IE個網都唔見🤔 同埋佢暑假私底下講過佢諗緊唔做 咁就應該係了,🍏,有A-喎,🙀,真係😱 我啱啱暑sem 先上完佢堂,64,71,,,爛Grade lecturer？,,
放 Japanese I 日文textbook,😯,Pm for course details,😯,Pm 想問下啲上堂嘅details,🍧,仲有冇多本,4,15,,,,,
各位認唔認同edu交通最濕滯？,Dio64,學校地理位置本身就偏僻,🤐,教大又然😎🤟,🤐,我哋_打七大嘅原因竟然係交通最廢,1,4,,,,,
點睇科野下個sem開唔開？,🍦,原來可以咁做，多謝share,🍼,原來可以email or 打比department問，問到了，唔該哂,🍦,應該係睇唔到。。。,9,,,,,,
係咪仲有oday/camp嚟緊星期六日搞？好似會打風,🍷,延後就會取消,🍲,甜soc,🐎,有冇得退錢？,1,7,,,,,
Wong kwan lam Gwendolyn靚Grade?,😉,靚grade,😣,2科靚grade 啊,🐜,唔明，咩叫ssc班geog人？,2,14,,,,,
招CUS1001 01C gpmate 差2個🥲,🎄,全部香港人 差2個人咋 快啲pm我🥺,,,,,,,,,,2,1
⛑,🎃,認真呢？見好耐之前有人講話 會係張final 成績表寫話語文要求未達標 唔知學校而家仲係咪咁,🌲,會畢唔到業,🐞,想問有冇grad咗嘅人？普通話嗰個試係咪一定要考？如果唔考會點🙏🏻普通話好差。。。,2,3,,,畢業要求:  ￼普通話水平測試￼￼,,
🐨,🙂,有🌿一定join,😑,Join嚟做乜？,😾,而家應該分哂組未必報到名,2,11,,,join唔join jc ocamp好,,
聽日開學,🍁,not ready,🌭,未放夠,👧,好攰,1,5,,,,,
有冇人知edu有冇得讀外語,🙁,唔該晒！,🍉,e sis 可以揀course registration—> look up course group to add —> 揀LIN 再search,,,,,1,6,,,
好想知有情緒病嘅同學點樣渡過實習,小夏,參加多啲義工活動，增加正能量,🎅,死頂,😪,同埋有咩唔開心嘅事情最好搵人傾下 抒發一下負面情緒 唔好自己焗住 會容易爆煲,6,10,,,,,
調查下:21年度sem1幾多人係全online/f2f/混合,👨,有啲major就算混合，好多人都揀zoom掛機,🎅,再push下,🎅,多謝大家投票！,2,4,,,,,
udeli加價。地球要末日了,🌝,吓,😒,加咗幾多？！,🍝,Ccan都加價😡,4,8,,,,,
ECE HD 2021英文組有冇人識講中文…ಠ_ಠ,,,,,,,,,,,,,
SCI2073難嗎？,🍙,唔難,🍰,無bio底，讀SCI2073 Studies in Forms ansld Processes of Life，難唔難？😰,,,,,1,2,,,
咁嘅校巴班次都好意思收5蚊？,🌹,你真係會放5蚊落個錢箱到先算啦😄,🐯,大佬，人哋司機都要有糧出架,🐯,唔好下下咩都投訴😵‍💫,2,9,,,,,
有無fm 入左jc 求相認,👴,有,🐝,有冇6樓嘅fm,Shuuuuu,我啲rm mate全部都冇係入面🤣,1,80,,,,,
有冇人收到dean list通知？,🌱,放心 應該未出,🐔,上年9月尾先收到,👳,想知幾時會出？定已經出咗？,1,3,,,,,
邊個想收airpods？,🍘,Yes,🌝,Still want?,🙆,想收airpod pro,1,32,,,,,
放全新Airpods，有冇人要,🍜,想收airpod pro,Edu,Pm?,Annnnn,價錢可以再商議,1,7,,,,,
點樣可以做嘢快狠準😵‍💫,🌲,多謝你哋❤️,🍀,做熟手咪可以快狠準,暴力小飛機,冇㗎喎，呢啲真係經驗。當你有足夠嘅經驗嘅時候，就好自然做到快狠準,1,6,,,,,
票選食得落肚嘅Canteen,🐐,push,,,,,,,,,,1,1
學校有無講幾時拎到畢業證書,🌽,一張A4紙 7月應該有？,🍜,係咪會有個暫准畢業證書 我好似仲未收到,🍍,So fast,2,6,,,,,
邊張信用卡好,☠,我個人就睇自己用開邊間銀行，因為可以autopay還錢,🍣,冥通銀行,,,,,2,2,,,
求住hall執野checklist🥵🥵,🍑,最好買個膠籃 裝得哂沐浴露洗頭水嗰d 唔洗抽住幾枝行去廁所,🐦,陰性報告一張,charistls,感謝大家😭,1,5,,,,,
畢業後可否申請用JULAC聯校圖書證？,港島彭于晏,唔可以，julac每年單獨申請，比在校學生申請only,,,,,,,,,,2,1
我哋一年有幾多錢printing quota？,👵,有冇人想收printing quota？可以平放俾你用唔駛向edu買quota，遲啲用哂可以pm我,😖,應該係 因為zoom所以戶口剩200左右,,,,,1,8,,,
白石角運動中心係咪有健身室？,👹,有，BLK E 好好多,🍼,同埋啲嘢係咪好過Campus嗰啲？,,,,,2,2,,,
有冇人收AirPods pro,Huno,Pm,Edu,Hi,純白鎮小智障,Pm plz,1,7,,,,,
GEE 1003一問,🍠,personal timetable 係唔會更新返架，佢地只會寫哂你需要上嘅科目出嚟，而真正要上果堂就check返果course schedule 啦😁,ehhehej,因為見moodle 有13個討論區 以為有13堂 但gmail 又話得8堂 所以好亂唔清楚 想問personal timetable 會唔會更新返?,🐍,對,2,8,,,,,
ECE hd yr1幾時先有timetable,🍄,好！thanks!!!!,🌳,course嘅zoom link你可以時刻留意老師有冇係moodle到更新,,,,,1,9,,,
GE course 係F2f定online,🐖,"其他科都知sem1 係F2f or online ,唯獨GE course未知（我reg 左 GEK2002)，想知係我miss左message定點？",,,,,,,,,,1,1
隨心招jc standard roommate,🐆,Year4 有失眠問題訓唔到但唔介意你早訓/遲訓Sem1基本上少返hall唔介意你帶人嚟（訓都得但希望講聲）好似會有鼻鼾但會帶鼻貼希望唔影響到你唔好介意會點香薰、蠟燭（甜味、果香為主）人比較摺、鍾意打牌、聽歌睇片會戴耳機、係ティアラ偶有煙癮但怕臭所以唔會喺房食，但都講定先怕有人介意應該係咁多 意pm 手,,,,,,,,,,1,1
女Hall A 2人房！招roommate,😺,有意！（＾ν＾）,🐁,！！,,,,,1,5,,,
Hall B 三人 換 JC,肉,女,教大顛狗,女,教大顛狗,Hall b 三人換JC too,1,5,,,,,
住hall想做gym 邊度有gym room,🍘,BlkE,😸,如果有 點申請？,,,,,1,2,,,
hall b sem 1 budget room!,🐞,no😑😑,🍗,想搵女朋友 pm傾下？,,,,,1,11,,,
(慎入)有無人知原來教大有第五個宿舍—教院三號宿舍,🐻,岩岩先發現 好好睇,kaosutrash,追完好正🥺可唔可以有1至2章後續🥲想知個女仔同阿晨之後既互動,,,,,208,545,,,
女 hall b whole year 想換Jc,🍆,pm,🐳,女住宿時間：whole year有宿舍：hall B有房間類型：2人求宿舍：JC有意pm！,,,,,1,2,,,
加錢HallB 轉HallC 男 全年二人,👧,幾時都調得？,🐿,可以填form申請調hall,bluebluesky,TG kb234 🙏🏻🙏🏻🙏🏻,9,,,,,,
點解咁多有宿卷嘅fm會揀唔到hall？,🙆,應該都係office跟宿分決定🙁,😿,我都想send email 問下🥲😵‍💫,🌝,啲hall係咪自己決定round2 派唔派俾冇宿卷嘅人？,1,8,,,,,
有Jc whole year 換 hall c,🙌,男,🙌,2/3人都得pm,,,,,1,2,,,
hallc 3人房想換2人房 可加錢,agdgmpjg,男住宿時間：全年有宿舍：C有房間類型：3求宿舍：C求房間類型：2願意加錢換，Thanks聯絡方法:PM,🍫,女住宿時間：全年有宿舍：C有房間類型：3人求宿舍：C求房間類型：2人補差價再可加1000-2000🥺🙏🏻有意pm！,,,,,1,2,,,
教大有冇得學德文？,沙田友,睇下ASLLC有冇開 啱啱暑sem開左好多Lang. Course e.g. 俄文 法文 越南文 阿拉伯文 etc.,🐺,見唔到邊度有得學,🐺,想問可以係邊度搵？,1,4,,,,,
有不明iwork employment 應該打去邊度ask,😋,留意下offer個email末尾有個八位數電話，如果係四位就前面加2948,😃,邊度見到？,,,,,1,2,,,
JC fm想轉去N hall,狗狗大爆炸,你如果有興趣嘅話可以pm我🥲🥲🙏🏼麻煩晒,🍹,推,🍹,JC 想要N hall,2,18,,,,,
Hall b 想換JC,😩,女住宿時間：全年有宿舍：B有房間類型：3求宿舍：JC求房間類型： 可加錢！！！價錢可議Final year 無住過hall 求幫手🙏🏼🙏🏼🙏🏼,,,,,,,,,,1,1
巧固定閃避好？,🍠,閃！,💃,danso for sure,🐚,唔會撞 話定你知,1,7,,,,,
Hall c standard 換 budget 1年,🍍,男,👮,hello pm？,🎃,男/女？,1,6,,,,,
Law Kam yee,⛄️,得啦咁，多謝你先，drop咗佢,😴,上堂要答問題,⛄️,有冇人知佢嘅ssc3276/2044 hong kong studies 點樣？,1,6,,,,,
🌛,🐇,原本三個字車程兜左半個鐘,🐇,唔熟路就要學生埋單？😂,🐅,可能真係新司機唔熟路,2,12,,,近排啲校巴司機咩事？,,
Jc 2人想換 hallA/b 2人,狗狗大爆炸,想問下你會唔會想要hall c whole year offer?🥲🥲🙏🏼🙏🏼,Keikosum,女住宿時間：whole year有宿舍：hall C有房間類型：budget求宿舍：JC 加錢有意tg:@youhihime,Kiuuuuuu,仲有無人可以同我換😞😞,1,13,,,,,
有冇男既想要Hall b offer？,🐨,換咩都好,,,,,,,,,,1,1
Hall B 想轉 Hall A （女 Standard）,🙂,推,🙂,推,🙂,推,2,7,,,,,
🌻,🙏,唔該曬啊🥺🙏🏻,🍭,https://www.eduhk.hk/include_n/getrichfile.php?key=7beee447ad08d3804c702211bca99661&secid=53505&filename=sh/HallApplication1819/Payment_Methods_of_Hall_Fee_final_(20180316).pdf,🙏,打擾各位🙏🏻想知點交hall個留位費 點入條link度搵唔到點交 唔該曬各位🥺🙏🏻,1,3,,,fm想知點交hall留位費,,
搵到人調hall  但要點調？,😫,打左去office問，但係要合理理由，有咩合理理由🤣,,,,,,,,,,1,1
可加錢 男：Hall b 3人換hall c 3人,👰,推！！！,👰,可加錢,👰,男 全年有：Hall b 3人想要：hall c 3人,1,3,,,,,
FM想換hall？其實係SAO問題,🐇,唔知今年有冇跟宿券派呢？前年出聲話要重新派hall個個經理已經比學校踢走咗🥱你估學校幾時會收埋hall莊皮,,,,,,,,,,1,1
有無人想hall B轉Nhall？,😊,男住宿時間：全年有宿舍：hall B有房間類型：3人求宿舍：hall a求房間類型：無所謂聯絡方法：Whatsapp/signal 60994001,Mh22,Hall b budget唔知可換耳換😢可以加錢,😣,女仔nhall standard？,1,8,,,,,
fm bb 你幾分住到hall？,🎂,Fm有宿卷唔會住唔到啦,,,,,,,,,,1,1
大家會知邊d 選科course 伏，邊d易pass,進擊的排球,謝謝你的回覆，ART 4184在我這科已經包埋了，不用選之於你上面說的三科，我見我那邊的Electives都沒有，是不是有分班還是什麼？,🐲,聽minor art嘅人講過ART 4184好讀不過好少位,🐲,"GEF1012 GEF1009 GEG1008都好grade輕鬆B+, A-要交下貨",2,4,,,,,
可以參加啲咩學會識多啲人？,🌱,得閒訓多陣好過,🐆,珍珠都冇咁真,🙉,劇社sure,1,23,,,,,
爆credit申請approve 咗,😤,打電話去faculty 問,🙋,如果佢唔記得 你遲啲同佢講 佢會直接問你想add咩科 幫你add返🤣 之前試過～,🌾,但e sis 仲係18cps，佢係咪會改做21cps？都2星期，負責人又放假...我未試過唔知點🙏🏻🙏🏻定要手動叫course個office幫我reg然後講已approved 21 cps我想早啲reg埋果科🤣🤣感謝,3,,,,,,
有冇人想玩獨木舟,🙁,有冇人一齊join,🙁,https://www.instagram.com/p/CSvyxYrJ0h4/?utm_medium=copy_link,😊,Me2,3,15,,,,,
去吾去film so ocamp 好,🐽,聽過內幕消息 ocamp會揀靚仔靚女優先 有一兩組專放好kick友 連抽戲飛都會針對某啲人 抽起佢哋個名 你夠正常嘅咪去玩下,🍞,其實好common 其他u多人報嘅soc都一定睇樣揀人,🍋,咁似cityu 個in soc 咁嘅？,1,43,,,,,
啲soc嘅報名link好散，有冇整合po？,😟,https://docs.google.com/forms/d/e/1FAIpQLSdwro3SmZtoo71ypRL3o9JYKgyW1jwcsfZDieYsyBc7BwEZog/viewform,,,,,,,,,,1,1
BED science 易唔易搵教席,🙋,Edu 全部中學科都難搵工㗎啦,😤,Fm表示好驚,,,,,1,2,,,
想問maths soc Ocamp 玩咩,🎅,2個唔同學會嚟，甜soc先至有招新會員,👻,應該叫甜品學會,🎅,呢個學會有擺booth招生咩？,2,10,,,,,
用咩原因先申請到停學？有冇成功例子,🐪,有冇人成功停學？洗唔洗交學費？,,,,,,,,,,1,1
Gööp取消私聊功能？震驚十萬大學生的事實😱,市場部實習生,昨日我菲律賓工人行過街市，聽到有Gööper問隻app取消SM功能，咁仲有咩好玩😠？其實真相係PM功能已經更新咗🧞‍♂，希望呢個UX對新users嚟講更加易用！😁Secret Message 食用方法🍽1. 回覆訊息💬2. 撳一吓你個訊息隔離個信封掣✉3. 確認後即可發送SM邀請。🚀🧞‍♂咁點樣接受SM呢？1. 見到Emoji有火圈即係有人想PM你2. 撳一吓著火Emoji🔥3. 確認後即可進入SM私聊。🕺🏻💃🏼有任何問題，歡迎聯絡客服專員！,,,,,,,,,,4,3
邊間u嘅幼教碩士比較好？,😐,都係嘅🤣🤣,🦁,你啲個poll 係教大開🤣 點都有少少歸屬感既,😐,教大領先🤨,3,4,,,,,
[NH] 點睇今年tutor team,😒,搞到啲人以為上hall莊就一定做到HT🤭,🐰,笑左 原來上莊係為做tutor 唔怪得啲人話hall莊越來越唔掂 唔怪得啦本身諗野都有問題,😏,國王 是你嗎？,1,24,,,,,
有冇人同我一樣zoom唔想喺屋企上，寧願搵地方/返學校？,🐚,哦 無自己房的確好煩 另外專心唔到 可以試下坐平時唔會坐既位去上 有可能係因為你平時坐個到既習慣唔係上堂 自然就難啲專心上堂,🍪,本身投屋企上嘅人多d 依家差唔多5050😂睇嚟大家都有唔同嘅難處,🍪,屋企細🥲唔係自己一間房 同埋硬係專心唔到,1,8,,,,,
有冇單身人士👋,🐖,here,🍼,Me,🙍,我✋🏻,1,3,,,,,
Liba有冇得借IELTS past paper?,沙田友,Ielts PP自己上網搵啦,,,,,,,,,,1,1
打完針有冇咩唔舒服,😭,同埋預咗少機會絕育,😭,我抖咗3個禮拜 食咗$3000補品先回返氣😫,😠,實習學校暫時唔可以強制打針,2,11,,,,,
打針，定期檢測定quit hall?,😈,Quit 身子弱唔受得,😦,已經quit,,,,,1,28,,,
😊,KYT,"冇填錯,ok thx",👩,會唔會係填錯咗學生編號果啲？可能聽日要打翻去註冊組到問一問,KYT,Yes,3,43,,,有冇人係 ece HD 2021?,,
🌸,🌿,記得要定期做檢測，或者打針一了百了,Dap,網上報名使唔使畀錢，同埋嗰兩個choice，可唔可以兩個都填曬sem 1？,🦀,係唔係都報哂先,1,5,,,Fm可以點住hall？,,
Fm reg hall一問,🍆,FM表示Reg咗JC,😌,男定女？,🍜,記得要定期做檢測，或者打針一了百了,6,,,,,,
如果冇讀到某個Fitness Course仲可唔入健身室？,🦃,唔記得😶 之前我打去block E 啲staff有講過,🐺,冇,🍧,冇,1,12,,,,,
想問幾時先會有timetable,🍈,Time ticket未出 25號後先開始派,🍗,未咁快出 30號先reg…,😓,🤔唔係9月6就開學？,1,5,,,,,
有無pT 同學,🤔,咩part-time course?,🌹,part time 豬一名，成日想問功課，但返親學院都唔識人又唔識路，想搵下志同道合,,,,,1,2,,,
🙏,🎂,係咪唔識用pm？我pm你？,😪,十分多謝你地無私嘅幫助😆😆,,,,,1,9,Credit transfer,,
想問有咩course係只需要寫文，唔需要group  pro,🍔,foundation of ICT,Foodpanda,有的，Mindfulness 唔需要group project,🍅,你係咪比groupmate傷很深😂應該冇吧🤔,1,4,,,,,
想揾校內gym PT,🌻,PT here,44124,Pm,🐵,"Hi, pm",1,13,,,,,
教大人齊打針！！！,🙄,🤔,🙄,hall莊現莊同老鬼一定會打針或被插鼻,,,,,3,6,,,
今日親眼見到有隻老鼠 由垃圾房跑咗去hallc,🍶,笑死,Ayden,圖呢,🐠,真咩🥴好恐怖 不過下次建議比圖,2,4,,,,,
今年fm想join muso,ohhhgg,一個人 想參加muso ocamp 但好驚唔識人大尷尬😢,,,,,,,,,,1,1
Ges轉programme leader？,🐨,唔知係咪今年學校好大人事變動，好似有其他department都轉人,🕵,竟然...,😚,Push下,3,,,,,,
今年仲有冇ocamp玩？,🌺,聽講有camp搞zoom生命麵包,🙋,Dramsoc Filmsoc 呢d 大soc 都好玩,🙍,出去搞先有得名義上overnight,3,16,,,,,
💣,🙌,垃圾站 永遠陪住你,🙌,單車都有？係我就幫佢扔去垃圾房,🐡,明白搬Hall係多嘢嘅，執唔切擺係走廊好正常。擺幾日其實真係冇所謂嘅，但係一擺就擺成個月。仲要係啲好大件嘅，成架單車又有，成個人咁高嘅backpack又有，連幾層高嘅鞋櫃都有… 其實真係會阻到人出入，特別係啲清潔姐姐啲手推車入唔到去廁所嗰啲位清潔。乖啦，擺返入房啦好冇,1,3,,,大家可唔可以有返啲公德心,,
多謝咁多位nh打手 我知nhall最好了 thank you,🍝,你又知nh多人reg？邊到有講過。定你自己覺得唔夠人哋鬥 喺度9up,🍝,你都知hall c人有份講呢😂都係想大家有定心理準備住得hallc 就要預咗訓喺垃圾站旁！一日hall c人一日都要訓喺垃圾站旁,😼,仲要垃圾站旁好似係hall c人自己講出嚟先😂😂,2,9,,,,,
🀄,🍚,你講乜七😂一句句子 又到邊到邊到邊。pe人果然冇腦,😭,睇唔順眼到要做tutor係到做牛做馬？,🍚,連hugo都睇唔順眼hallc,3,6,,,RBH老鬼Hugo話要去JC,,
GH best！,🐰,hd人 果然都是冇腦的,🐰,其實我係住jc，你哋識唔識扒文架,👹,毒撚hall就收皮啦 識住一定住jc,1,13,,,,,
想問Edu係咪得3個hall?,👽,個個hall都有,😯,仲以為會同danso一樣唔公開招組爸媽,🙍,估唔到Jc 都有ocamp招組爸媽,1,12,,,,,
住hall好開心,🍺,其實間間hall都多蟲 上年住hallb都成日有螞蟻,🍑,不過最衰係會多少少虫 但冇乜野嘅,🙍,Jc係幾正 環境贏晒,1,9,,,,,
🌛,🎅,都係架，咁真係要靠自己take多啲business elective，努力啲應該得既~~~,😭,當然學生能力本身係影響佢嘅未來拓展,😭,同一科，但唔同院校開，會因為課程結構、同業界聯繫、業界網絡人脈、導師、科目有嘅資源 而有不同 甚至有差距,3,11,,,點睇greater China studies,,
