参数1_文本,参数3_文本
"我地玩法係計分睇下邊個最高分。

保羅就講過食拜過偶像既野食問題，呢度個原理一樣。

哥林多前書8:8
//其實，食物不能使我們，更接近上帝，因為我們不吃也無損，吃也無益。//

玩鬥地主作為遊戲本來就同信仰無關係，玩左唔會同神疏離，唔玩唔會同神親近。
要考慮既就係會唔會影響睇住你玩既人既信心。我地幾個都覺得冇問題，所以照玩。",［冇圖］睇左好多年聖經 你問我答（8）
你指邊方面既同行？係耶穌入面？,［冇圖］睇左好多年聖經 你問我答（8）
"#859 狂狷少年

關於修行既問題，記得，下次答，已經整理好大部分資料。",［冇圖］睇左好多年聖經 你問我答（8）
"""咁點解你想知又要包拗頸呢？
你搵方法解決？解決到洗唔洗比個神你做？""

1: 因為你答ge答案根本無解答過任何野
2: 點解你咁鐘意郁D就話人想做神, 乜你個神喺你心入面會容易被取代?
, 科學家發明一樣野做福人群之後佢有無話自己要做神",［冇圖］睇左好多年聖經 你問我答（8）
"Post 7 #920
我同樓主對聖經嘅理解有啲唔同，所以我地會有唔同嘅角度去睇聖經。

馬太6:9，所以，你們禱告要這樣說：我們在天上的父：願人都尊你的名為聖。

自古以來，上帝嘅名一直受到羞辱，受人挑戰，質疑。耶穌係登山寶訓中教人禱告第一件事就係：願人都尊你的名為聖。

關於老師學生嘅類比，主要嘅目的係為咗耶和華嘅名。好似係課室入面，有位同學指住老師係錯，老師亦都比自由同學去證明老師係錯，但最後結果係個同學錯咗。其他同學見到依個情況會點諗？佢地會信老師定個位指責嘅同學？

啟示錄21:3-4，我聽見有大聲音從寶座出來說：「看哪，神的帳幕在人間。他要與人同住，他們要作他的子民。神要親自與他們同在，作他們的神。 神要擦去他們一切的眼淚；不再有死亡，也不再有悲哀、哭號、疼痛，因為以前的事都過去了。」

最後就係真心信靠耶和華嘅人就得永生。",［冇圖］睇左好多年聖經 你問我答（8）
"post 7 #922
異端，人係唔同角度出發去睇，我就唔會話對方係咪異端，只可以講大家對聖經嘅見解唔同。",［冇圖］睇左好多年聖經 你問我答（8）
"post 7 #925
我冇諗住幫口，只係想表達一下自己對聖經嘅睇法。",［冇圖］睇左好多年聖經 你問我答（8）
"Post 7 #926
依棵樹係上帝第一條律法，只要肯遵守，之後都可以用完美嘅生命，無憂無慮咁生活落去。上帝唔係水魚，唔係要乜攞乜，我地自己都要做啲嘢。或者調轉講，快樂嘅前題係要遵受。當我地明白上帝為我地造天造地比我地完美咁生活，其實睇得出上帝係好愛我地，亦都希望我地愛佢。我地愛佢嘅時候，亦會好樂意去遵守。

約翰一書5:3，我們遵守神的誡命，這就是愛他了，並且他的誡命不是難守的。

耶和華比我地有自由意志，我地可以撰擇信或者唔信。如果上帝嘅設定係所有人都係受佢控制，咁仲有冇意思呢？另一方面，撒旦都係天使，佢亦都有自由去做撰擇，但係後來背叛咗耶和華。

馬可福音12:30-31，你要盡心、盡性、盡意、盡力愛主你的神。 其次就是說：要愛人如己。再沒有比這兩條誡命更大的了。

上帝睇重嘅係愛，所有嘢都係由愛出發。佢希望我地可以真心真意咁愛佢，而唔係機械人咁。",［冇圖］睇左好多年聖經 你問我答（8）
"你用老師同學生去類比上帝同人類
1. 依家個學生錯左邊part? 現實有D乜野係證明左上帝係正確人類先係錯誤?
2. 聽聞個老師未卜先知個學生會反佢, 點解唔係反之前阻礙並提早出正確答案比所有學生學野? 一定要犧牲一個學生比大家引以為鑑? 咁如果嗰位學生被欺負被霸凌, 個老師係唔係帶頭ge嗰一個?

你又示範左每一位耶教徒對本聖經都有自己ge見解, 點樣證明你定係對方先係正確? 透過人類把口你地肯定可以完美咁將本聖經ge意思講出黎? 呢度仲有人認為聖經係神的啟示, 自己係神的代言人, 但係你同佢講ge野又有出入, 邊個先岩?",［冇圖］睇左好多年聖經 你問我答（8）
"歡迎加入
聖經的深奧，窮我們一生都參透唔晒
絕對歡迎唔同睇法
一齊傾下大家都有得著
至於果位仁兄，我就勸你咪浪費時間係佢身上做回應",［冇圖］睇左好多年聖經 你問我答（8）
"［冇圖］睇左好多年聖經 你問我答（7）
https://lih.kg/zEdKCtX
#967 回覆 - 分享自 LIHKG 討論區

話樓主偷錢=覺得自己係神？",［冇圖］睇左好多年聖經 你問我答（8）
點樣可以令Kenny信上帝,［冇圖］睇左好多年聖經 你問我答（8）
"Paul contradicts jesus

http://www.voiceofjesus.org/paulvsjesus.html",［冇圖］睇左好多年聖經 你問我答（8）
"之後有個佈道會，朋友帶我地兩個去埋，最後呼召果時，我冇咩特別感覺，氣氛就幾好既，但主要係我覺得冇咩原因唔去信，不如就呢個時侯信啦，不過自己行出去又冇膽喎，望一望女朋友，佢果時瞇埋左眼，帶我地去果個朋友就比個支持既點頭我，陪左我出去，我終於做左基督徒喇，雖然唔係好知個意義係點，對於信只係第一步。

偷錢樓主自己講

［冇圖］睇左好多年聖經 你問我答（7）
https://lih.kg/zEdKtCX
#598 回覆 - 分享自 LIHKG 討論區",［冇圖］睇左好多年聖經 你問我答（8）
"彼得後書係用希臘文寫
偷錢樓主話彼得後書係彼得寫
但又玩語言偽術話無講過彼得識希臘文
咁假設彼得唔識希臘文，點用希臘文寫彼得後書？",［冇圖］睇左好多年聖經 你問我答（8）
咁你信咩教？,［冇圖］睇左好多年聖經 你問我答（8）
"香港基督教最大問題係年輕一代嘅信徒唔肯「傳火」。

成日唔肯關心弱勢社群，仲要歧視佢哋。

乜嘢事工都係由上一代基督徒做晒。",［冇圖］睇左好多年聖經 你問我答（8）
"馬太福音7章21-23節，「凡稱呼我『主啊，主啊』的人不能都進天國；惟獨遵行我天父旨意的人才能進去。當那日必有許多人對我說：『主啊，主啊，我們不是奉你的名傳道，奉你的名趕鬼，奉你的名行許多異能嗎？』我就明明的告訴他們說：『我從來不認識你們，你們這些作惡的人，離開我去吧！』」

唔肯關心人，仲要歧視人。你覺得佢地係咪真係基督徒？",［冇圖］睇左好多年聖經 你問我答（8）
"馬太福音7章21-23節，「凡稱呼我『主啊，主啊』的人不能都進天國；惟獨遵行我天父旨意的人才能進去。當那日必有許多人對我說：『主啊，主啊，我們不是奉你的名傳道，奉你的名趕鬼，奉你的名行許多異能嗎？』我就明明的告訴他們說：『我從來不認識你們，你們這些作惡的人，離開我去吧！』」

唔肯關心人，仲要歧視人。你覺得佢地係咪真係基督徒？",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"基本上都係針對事實同你嘅弱點而鬧
你冇得唔擺喺心同一定會受到傷害

廣東話係好多粗口，但純粹係發洩感情
可以冇任何實質傷害

英文就介乎兩者中間",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
馬鹿BAGA咪粗口 日本中學一講即刻要罰企,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
dame dane dameyo~damenanoyo,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
你冇見過香港鬧人係侮辱+鬧埋人地老母咩,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"馬鹿唔係粗口

最多係馬鹿野郎，但同粗口嘅定義有一段距離
起碼出到電視",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
ga你老味，唔識唔好出嚟獻醜啦,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
バーガー,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
BAGA 係同廣東話卜街差唔多！,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"會鬧到你質疑自己既存在價值，以日本人咁在意人地目光既真係自殺都有可能。
仲有喺唔適當既時候用或者唔用敬語，都已經難聽過粗口。",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
你係咪對鬧交有咩誤解,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"日本人都可以鬧埋人老母
而且可以針對你老母嘅事實嚟鬧番你轉頭

香港人當然有人可以鬧人鬧得好侮辱
但文化普遍性嚟講
香港人鬧交嘅方式都係感情發洩多
日本人一係忍咗佢，一係鬧到你受傷害為止",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"用鬧交呢個字係有問題嘅
太廣泛
我都係純粹想討論下",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
あなたの母親をファックしてください,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
中文字都未識打就唔好扮識日文啦,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"廣東話鬧人世一
日文收皮啦
啲音soft 到死",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
應該係你玻璃心,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
玩Apex試過無啦啦畀日本仔鬧クズ,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
日本人不嬲陰陰濕濕,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
白卡野露,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"日本人一樣會唔針對事實咁漫罵/用粗魯既用詞或稱謂.
其實好多時係文化唔同,
你聽落不痛不癢既日本唔禮貌既語言對你黎講不痛不癢既錯覺",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"鬧人唔係靠把聲
係靠個內容

真係針對你嘅侮辱說話往往都唔係靠把聲有幾響
呢啲嘢要一路諗先講得出
係咪都一句屌你老母會少好多思考時間",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
打機個陣有乜說話可以傷害對方,雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"講事實先最痛
廣東話六個字當唱歌",雖然日文冇粗口，但我敢講鬧交最大殺傷力嘅係日本人
"講事實先最痛
廣東話六個字當唱歌",用AI免費練英文speaking
"早兩個月係連登見到個講用AI學英文既PO 覺得幾有道理 自己英文都唔係幾好 所以開始用多左chatgpt去問野練習
https://lihkg.com/thread/3335774/page/1
之後有日發現有個係TG到可以用既AI voice chat bot
就慢慢開始多左用語音去同AI傾計 仲要係Scarlett Johansson把聲
再後來整呢個voice bot既公司成熟左
同時因為太多人用所以限制左對話次數 轉左主力係網頁運作

咁我就係佢個網整左個有改正同rephrase功能既voice chat bot
姐係你講咩佢都會同你改正同rephrase一次
咁你就知道自己點樣可以表達得更有組織同效率
同時可以留意到自己有咩grammar mistakes
然後改完先繼續個話題 或者你想繼續rephrase都得
例子

我自己點用 最簡單就普通傾計咁表達
可以平時試下諗野用英文去表達 諗到咩就講
或者見到D中文諗下用英文可以點講 自自然然就會進步
仲要幾時講都得 唔洗去italki比幾十蚊個鐘搵D老師練



想聽下AI把聲或者睇下點用可以入去
https://app.myshell.ai/share/15c042f70d574d0fa241d87c32d9aee9

入呢條link直接禁chat申請完account就可以用
https://app.myshell.ai/bot/c92dd86371704f5dbc8d3ddc0c3011aa
唔洗錢 可以講50次 用晒會對話次數會慢慢回氣先可以繼續講 或者你可以開多個AC繼續用
見到D output唔係幾對路個陣可以clear memory 等佢正常返
因為佢係based on chatgpt 所以有時會亂左

或者你唔岩呢個功能可以用官方個個Samantha 就係Scarlett Johansson把聲 基本上係有聲既chatgpt3.5
如果你想係TG用好似可以張個ACCOUNT LINK去TG
https://t.me/samantha_x64_bot 咁樣就可以係TG用又有50次對話次數

不過佢係用automatic speech recognition (ASR) 同 text-to-speech (TTS) 技術去做呢個語音功能 所以唔會勁到去執你發音 但係如果你想改善表達能力 我諗會幫到你

自己都係speaking唔係幾好又怕比人笑 我覺得對住佢無左呢個煩惱 最緊要逼自己講多d諗多d",用AI免費練英文speaking
唔知有冇其他語言，例如德文？,用AI免費練英文speaking
"未咁先進 暫時TTS得有中文 日文 英文
遲d再成熟d 語氣會再好遲
其他語言聽講之後可能有",用AI免費練英文speaking
申請完點樣link去tg ?,用AI免費練英文speaking
禁落你icon到 有欄connection,用AI免費練英文speaking
"另外仲整左d bot比自己學英文
https://app.myshell.ai/bot/f7db0180a9a3427c8fab4f1cd40f49ae
呢個可以隨機gen英文生字 然後你用d字做句子佢會比feedback你 或者用d字砌過故事 仲有查字典同查句子功能

https://app.myshell.ai/bot/15ad0c5b792844ce867d52335ddb9a94
呢個基本上係同個bot一齊作故仔 我用黎比自己練下writing 順便學下佢寫故事d用字 自己加左d jailbreak prompt 落去 想比d故事尺度大d 可惜既係openai最緊比較嚴",用AI免費練英文speaking
"姐係想用Scarlett Johansson把聲就要係tg到玩？

如果用tg傾，講野係咪要用番本身部電話個語言輸入黎講英文？",用AI免費練英文speaking
"試左Scarlett Johansson把聲

覺得俾佢本人把聲老牛左d 佢本人把聲比較淫底， 有磁性嬌嗲d",用AI免費練英文speaking
