参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
8014present同paper可否用同一篇文？,😵,Thank you!!!!,🍩,自己睇自己做,🍩,唔使,2,27,,,,,
CCC 8014 reflection paper,🤒,Hi,🤖,Hi,🙍,寫咗200字,1,12,,,,,
有冇師兄師姐可以分享下JRP做咩topic,😔,你咩major,🐦,做返自己有興趣嘅題目,🙃,諗到頭都爆了,1,3,,,,,
Tyson Yoshi MC concert,🐠,Dm傾？,🤑,想比佢拎我個bra,Cbeauty,幾錢,1,7,,,,,
Senior Thesis Questionnaire,Selye,Thank you ☺️,👶,done,😴,Hello. 我係一位今年yr 4心理學系既學生。今個學期我做緊一份畢業論文，係探討「個人靜觀度與社交媒體成癮的關係，以人際困擾作中介和社交自我效能作調節」。對象為香港大專生，介乎18-25歲，並有用社交媒體既習慣。由於今次想要既sample size較大，所以希望大家可以用少少時間幫忙填寫問卷。如果可以的話，亦希望你哋能夠send埋比相熟既大專朋友仔填寫問卷。😭😣🙏🏻萬分感激🙏🏻https://lingnan.asia.qualtrics.com/jfe/form/SV_befoa72Wg83f7Xo,2,3,,,,,
係唔係hallA 704 bang門？,😂,是我啦叽叽,,,,,,,,,,1,3
出 林俊傑演唱會飛,lee979,請pm多次,🐗,有,💀,我有 有冇興趣？,2,12,,,,,
想問8014有無比essay題目？,👴,"8014Study and revise the readings 有8份： T1 Bigrat Shao AnnouncementT2 Hanfei 5 Vermin           Confucian AnalectsT3 OdoricT4 Lizhizao YangguangxianRights Men Citizen I only make use of these files for my quizzes of the reading parts red will be the most important partspink will be names and placesthere may be some handwriting notes on the left and right hand side for further referencesGrade A, final test 85+,readings $10Each, Pm",🦁,真,🍸,今年8014唔似派grade，應該想kill下人,2,7,,,,,
有冇act同學收到scholarship nom,🍼,3.5x,😶,係咪通常一個學生得一個？,🍖,有冇人知nomination仲會唔會繼續出,9,,,,,,
放靚靚深啡色ukulele,🐗,原價$1300， 彈過五次左右，可插駁電音箱，平放$450 Pm,,,,,,,,,,2,1
收3003書,😆,Pm,,,,,,,,,,1,1
Retake course一問,🍱,揀major嗰GPA好似每年都跌緊 不過實際depends你啲同學仔揀咩Fin 同 Acct普遍要過3或者睇下有無人send啱啱過去嗰屆揀major GPA,😶,f先可retake，而如果你f咗嗰科gpa係0，retake 完gpa照計，所以係（0+retake完嘅gpa）/2咁,🌲,Retake 嘅話係會取代我原本嗰科嘅GPA定點計？另外想問BBA平時幾多GPA先揀到major?,1,3,,,,,
收Lue 3004書🙇🏻‍♂️,Op01,仲有冇？？,😶,hi,🐛,Pm,1,4,,,,,
Eco2101 見字入,👷,有冇人知道啲assignments同mid-term嘅detail?,,,,,,,,,,1,1
summer term,🐗,好的👌谢谢🙏,🐼,可以要dept批,🐗,嶺南的summer term可不可以transfer不是free elective的course啊？,2,3,,,,,
有冇Ling u 人 exchange 緊想一齊歐遊,🐛,This sem,🙊,sem1 or sem2,🐛,Pm?,2,7,,,,,
其實canteen有咩係好食,🙏,狗都唔食,🍏,來來去去得個鍋好食…,🤓,https://lingnan.asia.qualtrics.com/jfe/form/SV_6lFCXxliSb7Nmse,2,36,,,,,
🌬,🐄,咩黎 有無人解釋下,🌚,又強記 咩事,🐄,強咩,2,7,,,想問而家仲有無機會可以調到Hall?,,
想問下Lu有無hehe識,🍖,強仔,🍖,嚟Hall D 揾我,🐪,pm,1,37,,,,,
"民選應炒教畜, 歡迎建議",天水圍林宥嘉,Whitten,🍑,Whitten,🌻,漢仔,1,8,,,,,
finland exchange,👺,pm～,😺,Hihi,,,,,1,2,,,
求Lcc2010 go chinese答案 (特別係學習園地,🦃,pm,我都唔知arrrr,Pm,🍘,Pm,1,13,,,,,
Eng writing workshop,🐀,Siu4,😩,想知每堂教緊咩,🦃,上佢堂好大壓力,1,8,,,,,
爆cred一問🥹🙏🏿,😍,Push,😍,如果我total 126 cred，讀多人兩個course，使唔使申請爆cred🙏🏿🥹,,,,,1,2,,,
幫忙填一份調查問卷啦感謝感謝🙏,yuyuyumandy,感謝大家感謝感謝🙏🙏🙏,yuyuyumandy,期末project,🌬,https://docs.google.com/forms/d/e/1FAIpQLSepArcgOxqNhW8MkQRU-9JIaARnWftF2pikNPW_CgGp3KZoAg/viewform?usp=pp_url,1,3,,,,,
Hall C係咪嚟搶錢,🐨,人哋唔識中文,🙆,Hall C日日開張 笑大人個口,🐺,啲男還好,9,51,,,,,
求3003書,🌱,同問,🐴,有冇書 急需,,,,,1,2,,,
Year3未做PTP intern點搞,😜,係咪可以申請咗之後唔要offer,🙀,出面jobsdb 大把,🙀,唔好係學校揾,1,16,,,,,
清問今個sem 8012有點名？,😘,個個sem lec 都唔會點名,,,,,,,,,,1,1
Oppa近況,🐫,執垃圾😆😆,🍰,翻咗韓國玩體能,,,,,1,2,,,
和富個度啲房點樣book?,🍦,好似唔係喎,🐃,想book間房嚟自己用請問係唔係係成龍book？,,,,,1,2,,,
Hall C有無人有養￼寵物,😩,我成日聽到隔離房係到吠,🐁,你好搞笑,⛹,10/10,1,4,,,,,
Translation strategy,🍅,Good good,😣,Good,,,,,1,2,,,
exchange waiting list,🎍,梗係,👿,如果揀咗入waiting list係咪冇得保留原本畀咗offer嗰間？失敗咗係咪冇得返轉頭？感謝,,,,,1,2,,,
最後一個sem 想搵個可以deep talk既人,🦄,Pm,🍐,Pm again？,🍰,pm,2,57,,,,,
入U team一問,🎅,想知+1 利申新手但係想試試,🌽,想問下入U team 排球難唔難,,,,,1,2,,,
it test,🍊,email應該有itsc send條link同login資料俾你,🐠,想知學校graduate requirement個it test要點先做到？搵極都搵唔到邊度可以做👀👀,,,,,1,2,,,
Psy3205 Lecture計唔計attendance?,🍫,Same,😞,上個sem,😞,利申上個 Vivian lecture 得 1 堂attendance 比人 highlights 同收email ， 但tutorial 全上最後A range 🥳,1,5,,,,,
一人一個U Team男神￼,🌯,排球UT lun 🤤好可愛,🌵,Volleyball team Lun,,,,,3,10,,,
bus1102找代做,🐁,pm,🐰,Halooo,👮,Pm a range🤣,1,10,,,,,
CLD mini assignment,🐿,冇呀,😤,你有無聽佢講過先？,🐿,見到下堂就deadline,1,10,,,,,
Hall B有無人想要情侶房,😭,PM？,⛄️,有,😭,PM？,3,4,,,,,
收LCC2010實體書,😊,Push,😫,same,😊,Push,1,6,,,,,
收lcc 2010,😄,Okok,🐣,Pm,😄,Pdf$30？,1,34,,,,,
Exchange一問,🙏,幾時報睇email,🌸,Yr2想yr3個陣去exchange，winter summer冇所謂應該幾時報？到時報就得？仲有英文系係咪一定要去English speaking country?= =,,,,,2,2,,,
摺友識唔到朋友,🤗,pm,🐵,pm,🐒,pm,2,32,,,,,
Junji XIAO SSC 3102 教成點?,🕴,想講：佢一堂落就直接走，驚死人要問佢野咁仲要欺騙學生，話assigned group 唔係present group，但下星期就要同assigned 左啲groupmate present。之後仲insult social policy 啲人，指住個official website 嘅expected learning outcome話你班友係唔知係真係識。,🕴,soc sci嘅唐文／埃及佬同駱小姐嘅級數,👹,我都收返先，而家被佢搞到好謎，仲要唔覆email,1,16,,,,,
放Itzy香港￼￼演唱會飛❤️‍🔥,🌞,$4000兩連（$1099）,,,,,,,,,,1,2
🗿,🕵,Lingu係咁,JCJC,比較下department職員名單就知,JCJC,真，同city比lingu prof洗底都洗得好啲,2,33,,,BBA啲後生prof cv幾勁,,
😨,🐕,真 勁嘔心 可摸耳比返d良心,😪,一樣咁核突🫠,💣,想知鋅盤搞成咁 係咪女層日常,2,10,,,煮完野食唔起渣 鋅盤￼塞到臭🤮￼,,
收細雪櫃！,😲,如題！,,,,,,,,,,1,1
放LCC1010書,🐦,Pdf$30,Honeybb,80,🐥,How much?,1,3,,,,,
CCC 8012 有冇得睇分數架？,👵,但其他真係唔知,👵,Reflective Journal個分係Moodle應該睇得番,🍬,我聽人講話係email prof就拎到分worr,1,8,,,,,
中文系fyp各位進度如何,🍁,0,🌮,個時間表寫三月中交定稿係咪真事,🦂,0,2,3,,,,,
放 LCC1010 書,我都唔知arrrr,我賣實體,🌝,Pdf$30,💣,有冇人要，低價出售,2,3,,,,,
歷史系莊有望東山再起？,🍓,對於我地老鬼嚟講 有無都無分別,🐧,睇下今年有冇人上囉,,,,,10,44,,,
公投translate 至廢教師,🐇,唐文ok嘅,🐆,大陸拒絕回收蠢才,🐇,遣返駱女士返大陸勞改,1,11,,,,,
😛,🍉,我地一定係識嘅🤤,🍸,Eng d位都好小,,,,,8,10,其實translate啲科咁少位 係咪即係叫人唔好minor,,
其實lecture 計participation mark,🐗,大伏,🐗,咁得閒研究你真人咩，又冇得扑,💣,張相同本人不符點算😂,1,8,,,,,
非lingu學生可以入成龍？,🤓,可以入 每人都要比錢,🍉,主場個part唔係個個都入到咩,,,,,1,2,,,
CLB 9010 有冇人上？,🤖,教授伏唔伏？,,,,,,,,,,1,1
🌝,🐏,Pm🙇🏻‍♀️,,,,,,,,,收LUE3004書,1,1
CLD9030 sec 2 組隊,🙉,今日分晒組啦喎,🤗,Push push push,🤗,Aim 靚grade,1,4,,,,,
放lcc2010 pdf,🙎,Pdf$30,🙎,Pdf$30,😭,你dm我啦！,1,8,,,,,
住hall房卡/鎖匙唔見咗應該係邊度補番？,🤖,去WYL樓下同OSA嗰邊講，然後佢會叫你去黃氏交錢，再去成龍交表,🍺,俾100蚊,🍺,去osa,4,5,,,,,
Campus  ielts 係邊度考,😜,lkk,😉,Book完地點淨係話係campus 冇話咩地方考,,,,,1,2,,,
如果住宿舍中咗，學校會點處理,😯,都係當普通感冒咁處理,😯,竹篙灣準備收檔啦喎,😊,唔洗理 宜家中左都要返工喇,2,9,,,,,
MKT3001 揾隊友,🌹,Thu 1:30-3:30 p.m.,,,,,,,,,,1,1
Exchange 唔記得交study plan會點,🍩,唔洗,💣,Ok唔該你🙏🏻轉FE係咪淨係send俾department head就得？使唔使理埋張表下面嘅subject Professor 1-4,🍩,兩樣一齊做 正常FE department好快批,2,4,,,,,
有冇同學今日朝早係SEKG02 printer見到八達通,🍹,Me,😛,係學生八達通,😛,朝早係新宿樓下用printer唔記得攞張八達通出來🥲🥲🥲🥲,2,3,,,,,
放LCC1010書,咪估下我係邊個咯,pm,Wowwwwww,$50,,,,,1,4,,,
有冇人收LCC 1010實體書？,我都唔知arrrr,$50 實體書,👦,pmmmm,我都唔知arrrr,可pm,1,3,,,,,
CLA 9005 tut1230有冇yr34女一齊組隊揀7,🍨,Pm pls,🍨,求carry啊啊啊啊啊,,,,,1,4,,,
放 BUS 2108 書,🐫,Pm,🍋,p m,Eniale,Yes,1,4,,,,,
八大以嶺大離職率最高的原因,🐝,真係好想一人一 email俾 depart head attached 埋俾漢仔，強烈要求炒敷衍失責嘅 Luo Wenyan！漢仔走前都行善積福,🐝,養條垃圾Luo Wenyan 放工問兩句都走唔切去投胎甘，我屌佢老母蝗蟲,🐝,最垃圾Luo Wenyan 屌佢老母臭閪，無心呃飯食，炒 L咗佢啦,1,6,,,,,
Meanne Chan 咁唔想教不如唔好教,😹,改多兩份卷都嫌辛苦咁,😹,好多 prof都唔肯收人，就算有位都唔肯，尤其係science unit 嘅大部份prof,🎃,上佢堂閪鳩氣 好彩有第二個course收留我 唔係就俾佢整到defer,1,5,,,,,
Password Test一問,😸,溫返日常Grammar嘢，其實都夠,😸,佢自己嗰個網站，有嘢可以買來溫,🎅,ok thanks 🙏,13,,,,,,
一個sem有冇可能30ilp,🍟,Zoom嘅話一定得😂,,,,,,,,,,1,9
有無人想調Hall D六樓？,😩,6樓世一,Breadddd,林護6樓世一,AbigailChan,Plz pm me,1,5,,,,,
民選你的最佳老師,🍆,學校嘅 teaching award無透明度 ，呢個po先有公信力,JonathanF,民選我的 最伏老師 Jonathan,JonathanF,"Jonathan for sure, killer the coolest killer",1,5,,,,,
放LUE 3003 & 3004 書,👹,Pm,🤕,有全新 3004書 $250https://t.me/nonomonono,🌜,3004 pm plz 🙏🏻,3,28,,,,,
Minor 一問,😈,請問有冇人minor過cinema studies或者Media culture and marketing或者Korean Language and culture ？本身冇art基礎，但係因為太鍾意電影，所以想學多d關於電影文化知識等。好驚practical 野搞唔掂。或者都想學多一個新語言。,,,,,,,,,,2,1
放bus 1102 pdf,🍒,有冇人要？請pm我,,,,,,,,,,1,1
啱啱開sem sem頭已經好焦慮,🐃,終於脫離大學生涯,🐃,me too😂😂😂,😃,me too😢對前途好迷惘,2,30,,,,,
求ilp問卷link,😴,http://bitly.ws/zAYS,🐩,笑撚左😂😂😂,😞,十萬火急，巴打唔好玩,1,5,,,,,
放3003➕2010書 有notes&答案,🍒,Pm,🍒,Want 3003,KKC,pm,1,8,,,,,
收LUE3004 書🙏🏻,🍳,有全新3004書 $250https://t.me/nonomonono,👮,Pm,🐭,有意請dm,1,3,,,,,
7成新lue3004書,🎍,有 全新 250https://t.me/nonomonono,師兄早晨,Sold,poyannnn,pm,2,13,,,,,
收書3004,🐪,https://t.me/nonomonono,🐪,有 全新 250,🐴,pm,1,3,,,,,
放LUE3004書,😝,有 全新 250https://t.me/nonomonono,👦,Sold,kwoazk,有意pm,1,5,,,,,
放3004書,🐜,有 全新250https://t.me/nonomonono,🍤,已放,poyannnn,pm,1,6,,,,,
一男調hallD7樓 有意dm 急不及待,😰,Ching咁撚癲,,,,,,,,,,1,2
ielts,😫,裸考輕鬆8.5,🍉,裸考輕鬆7.5 ez,🐆,表示Ielts 唔洗溫都有7...仲要賣tips&notes...,18,25,,,,,
收LCC1010書,🍟,有呀,,,,,,,,,,1,1
放2010書！,🍈,收唔到喎contact TG：EEFFFFFF44,0226bb,pm🙏🏻,0226bb,pm,1,6,,,,,
放LCC1010實體書,唔話你知住,Pm,🐚,$80 少量鉛筆跡,,,,,1,3,,,
求LCC 2010書,Nobody007,Ok,🙏,"我可以, $20",Nobody007,PayMe?,1,4,,,,,
有冇人想落LKF?,😨,Ching 好風趣,🐸,🔥🔥🔥🔥,😎,Can😉🔥,1,13,,,,,
有冇人可以比8013個guide reflection我參考,🤔,"我有, pm",😩,如題 微償,,,,,1,2,,,
放LCC 2010 pdf書🔥,kkkp111,pm,🍲,你PM我吧！我先係樓主😂,kkkp111,pm,1,10,,,,,
收LCC 2010書,kkkp111,pm,🀄,Pm🙏🏻,,,,,1,8,,,
收LUE3003 書,Ohnooo,pm,😜,放LUE3003書 接近全新 pls pm,🌛,Pm,2,8,,,,,
有冇hall e/f女想去B/C/D/WHC/WJY,🐅,pm,😬,60927951,🍯,有意可以加我wts，60927251🙋🏼‍♀️,1,12,,,,,
Hall H調hall,nmish,pm,🍥,要女🙏🏻🙏🏻🙏🏻🙏🏻✨✨,🍥,Hi㩒信封,1,5,,,,,
有無人有宋亦希 IG,👳,Push,JonathanF,佢老婆似家燕媽媽,,,,,1,4,,,
有無人有上clb food Cul?,😉,上sem讀+1 下堂tut問返prof邊組有位啦,😌,利申上個sem讀,😌,分組就要睇返你嘅tut開始上未 一般第一堂開始分組,1,6,,,,,
Hall C一男 想調Hall B/D/E  🙏🏻,🍊,pushh,🍊,No ah sorly,🍓,Hall a ok?有酬,1,8,,,,,
調hall,😦,男 WJY調Hall C,YssHK,Hall hc一男調Hall G/H,🍶,Hall E一男調Hall A/B/C/D,1,62,,,,,
☺️,😀,Hi🥲,😀,Sorry漏睇咗 pm多次,😀,Pm,1,16,,,收lcc2010實體書🙏🏻,,
Hall D一男想調Hall G,🍤,pm,👱,Lm/pm,,,,,1,2,,,
放LUE3003書,👴,pm,👴,放LUE3003書 接近全新 pls pm,🍵,Sorry 依家先見到 過咗期添,2,16,,,,,
hall d 兩男轉hall e,😾,pm?,富泰宵,Pm?,,,,,1,2,,,
放lcc 1010書,💂,pm,唔話你知住,仲有冇？,🐤,$80 實體書I still have 🙏,1,5,,,,,
HF一男想調新宿WHC/WJY,😿,我係樓豬 pm me!,,,,,,,,,,1,1
誠收lue3004 & LCC2010,Op01,Pm,kwoazk,放書 有意pm,,,,,1,2,,,
收3004書🙏🏽🥹,kwoazk,放書 3004,,,,,,,,,,1,1
Hall D 一女 調Hall A,🍄,舊年嘅post……我已經喺A,🤓,pm,,,,,2,2,,,
禾嶺師生並不熟絡,😙,除非同 prof有路,JonathanF,除非prof係你老母否則難以衣來張手、飯來張口,,,,,1,19,,,
Hall D 一女調hall c,👼,Pm,😋,薄酬,,,,,2,,,,
Hall F女想调wjy or whc‼️有偿,🌯,Pm,Connie123,有意pm,,,,,1,2,,,
IELTS 補習 300$,😔,Pm,THL0192,訓係倒都6.5,🙆,裸考啦 aim7,1,7,,,,,
收LCC 2010書,wwcxyw,pm thx,,,,,,,,,,1,1
放LCC2010書,🐯,Okok,0226bb,pm,,,,,1,12,,,
收lcc1010實體書,Lcyy,幾錢,英俊瀟灑令孤沖,我有,,,,,1,3,,,
BUS 2201 sec2 揾groupmate,💣,helloo pm,🍞,有！,💣,我見個個上堂已經分緊🥲好panic,1,5,,,,,
收LCC1010書,🐔,Ok,🍯,Pm,,,,,1,2,,,
果然嚟得LU exchange都唔方係啲咩好嘢,🌵,一樓定二樓？,🌷,咩事,🍐,Hall C,2,6,,,,,
收LCC1010實體書🙏,Peterchu,Push,Peterchu,Pm,今晚食嘢,放書,1,3,,,,,
收lue3003,🐰,Pm,🎃,放書 全新 $140,👮,ok pm,1,4,,,,,
IELTS ORAL 教學,😵,Pm,🍕,3月考 pm🥲,😑,Sure,2,12,,,,,
收LUE3003書,🐺,放書 全新 $140,🐖,pm~,☠,pm,2,38,,,,,
放1010實體書,💩,Pm🙆🏻‍♀️,🍊,有,,,,,1,5,,,
Canteen 啲野愈黎難食,🍵,珍一係比錢一係比力,🐜,行多兩步食富泰 唔想行就嗌外賣,🌮,好吃啊,2,24,,,,,
申請緊sem exchange可唔可以同時申請埋summer,👱,Lingnan summer 不可加sem,👱,CU就可以不停 exchange btw 都係cu grad,👱,太貪心，sem +summer,1,5,,,,,
放 LCC 1010書,🍦,有意🙏🏻,🍌,好新，冇寫過野，$180,,,,,1,3,,,
放lcc 1010,,,,,,,,,,,,,
收LUE 3004🙏🏻🙏🏻,iiiiiiiiiii,Pm,🍦,放書 3004，有意pm,kwoazk,放書3004 pm,1,6,,,,,
Summer exchange,😎,想問下summer exchange有冇資助？,🐎,升year 4 summer可以,🦄,想問吓有冇人知summer exchange 可唔可以係year4 嘅summer去㗎？🙈,1,3,,,,,
Summer exchange唔過2.5有冇得去？,🙌,优秀人才当然要向咱祖国多多输出,🙌,中国人民大学,🌜,去邊？可唔可以分享下😂,1,11,,,,,
想問CLD 9028係咪分晒組？,🐇,Push,🐇,Push,🐇,我未上過堂 星期五tut 都上唔到 想問有冇組仲差一個人？🥹🥹🥹,1,3,,,,,
有無人試過溝tutor?,🍔,留反比我thx,🤒,Anthony溝Jonathan 變得肥左又高左,🤒,我溝左Anthony 同 Johnathan 好正😂,2,7,,,,,
Hall E男調hall F/G,富泰宵,Pmed,富泰宵,Pm,🍯,我Daddy買嘅🥰,1,21,,,,,
有冇女仔冇roommate想調有roommate 房？,💁,你冇roommate?,💃,可調入？,💁,Hall D,1,3,,,,,
🌝,👽,Steps:Your own professorSubject headYour Faculty program director Registry,🍉,。,😓,可唔可以Pm，想問多少少🙏🏻,2,9,,,有冇人試過成功late drop？,,
暑sem洗唔洗交學費？,😜,No,,,,,,,,,,1,1
收LCC2010書,🍟,Okok,🦀,Pmmmm,hehehhhh,dm please,1,7,,,,,
收2010書,🌮,Pm,😗,Pm🙏🏻,🕵,Pmmmm,1,6,,,,,
兩個只能活一個：唐文vs Luo Wenyan,😡,Luo Wenyan 係Lingu translate有史以來最廢嘅教職員 我寧願唐文教都好過佢,😡,Luo Wenyan屌你老母，無心無料咪誤人子弟好無,😡,Agger 唐文鐘意小鮮肉同唔覆 email 但好過大劣閪，無比較無傷害,1,7,,,,,
PSY2101/CLE9008/CCC8011入,🌯,已pm,🌺,未pm到,🌯,Pm,1,13,,,,,
放LUE3003書,🙊,pm,唔話你知住,Pm,🙊,pm,1,10,,,,,
Hallc女調房,🐺,Push,🐺,7樓想調房,,,,,1,2,,,
Hall F 一女想去 Hall E 薄酬,🐄,hi 請問仲想唔想去？,,,,,,,,,,1,1
Uncle Siu/Angel Fan 式英文,👹,"不過大多數學生係local,NSD, new Hong konger 根本分唔到",👹,True,🎄,Uncle Siu 同 Angel Fan 一樣,1,4,,,,,
Hall f 一男想調hall e,富泰宵,Pm?,富泰宵,Pm?,,,,,1,2,,,
HE一男調hall,😮,Hall a有酬,🍀,有酬優先 Comment 你咩hall,,,,,1,2,,,
讀3 科psy會唔會好攰。。,🐝,me 上個sem都係major2科psy2科soc1科pol1科中文咪又係咁讀,👮,一個sem讀5科6科major大有人在,🐥,每個course嘅workload 唔同，好難答你,1,6,,,,,
放3004書,😝,Pm,🐣,requested~,iiiiiiiiiii,Pm,1,6,,,,,
Hall A男調任一hall 有酬,🍯,Push,🍵,Push,🍵,Push,1,4,,,,,
收LCC2010書,🐧,Push,🐧,Push,🐧,Pushhhh,1,7,,,,,
收LCC2010書,😞,Push,😞,Push,😞,Push,2,7,,,,,
Minor問題,🍡,Minor in RIM 就唔可以因為佢要求係RIM course 即使係Finance and Insurance department 開嘅cluster 都唔當因為fulfill 唔到佢minor 嘅要求,🍡,即係例如minor in law in business佢嗰科CLC 就可以同時fulfill cluster 同 minor (即係double count),🍡,📷,1,17,,,,,
日本exchange,🍜,First round應該二月幾就出結果㗎啦，放心Ching🤏🤏,🌸,Thank you  🥲 希望我3.07都得,🌸,我今年year 2 entry  唔知淨係睇我sem1定睇埋今個sem,1,15,,,,,
