参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
405f T  D人事後做polling 都得？,🌮,有咩公唔公平 都冇人話要做岩先有分,🐺,"會吾會系d人refresh極都開吾到class activity，做吾到polling, 所以先再開俾佢？",🐍,點樣事後做polling? 得一次機會做,1,7,,,,,
扶青好慘,🐜,一個月有幾耐呀🥱,🦃,但佢地唔係畀人罰一個月冇得book咩,🍡,而家可以book房啦😅,6,396,,,,,
“扶青好慘” 個po個🎉擺明係候選SUIV Billy啦,😏,因為好多U都冇人選，得臨委，所以咪睇落得佢地出聲明囉，至於街站間間U都有擺只不過唔同地方啫,🌷,見到嘅得佢哋為初選班人岀聲明，同埋得佢哋同Kong U有份搞12港人街站,,,,,2,24,,,
414 416出garde,nan,416好似重考唔係mc,🦄,414冇得resit喎,😀,冇 record video,1,25,,,,,
有冇人試過早上唔知醒錯過左個presentation,😖,邊一科？居然有individual presentation,hiddenou,睇醫生拎定病假紙啦,🐔,未復我  我問左可唔可以比多次機會 😢😣🙏🏻🙏🏻,1,11,,,,,
人地成條片冇錄就pass 我錄齊dllm 就叫返去考,😉,吓,👿,ou點會知,👿,其實你唔可以話自己唔係香港,2,101,,,,,
C grade 有冇得申請補考,😬,Pending 係咩嚟,🍡,你試下話send email 話想轉pending 睇下得唔得,🍢,一定冇,1,4,,,,,
轉科一問,☺️,Yr 2時apply Yr3 entry lol，gpa過3.3都應該得,🎄,Yr1,🎄,可以啊，好過捱多3年,1,19,,,,,
🐳,🎉,上個星期其實原本管理層開會係考兩個鐘考試 同埋 考返考試範圍 今個星期因為好多人reject所以佢哋決定變咗考一個鐘同埋(用語言藝術同你哋講 最緊要係認證唔會影響個分)但係其實係會影響個分最後最後記住越多人拒絕呢個考試bargain 力量越大 今次b&a學院會縮沙係因為佢哋無理 你係跟住regulation考嘅就唔撚使驚 要登報都係佢哋理虧,🎉,真心唔好撚跪低 學校曾經應承過條片係唔會用judge 你個grade,,,,,1,4,唔會跪低考authentication exam,,
🌚,🦀,執咗佢點屈錢起野,🦃,執BBA school啦,😃,寧願佢cancel咗個GIP算搞咁多嘢把鬼,3,21,,,BBA school 有邊件事係做得好?,,
細數要authentication exam嘅戇鳩原因,🍝,大陸學生可以用zoom考authentication exam,🙏,吓…,🍝,https://form.typeform.com/to/nlx05hoo SU 收集苦主問卷，大家填 forward ，人地先做到野,1,38,,,,,
407 pending,😿,Same,👲,我都係,🤕,In most of the time,1,7,,,,,
🀄,yann,yooo *朋友FYP* [NEED YOUR HELP!]  fyp求救 survey!!  Apple Gift Card 抽獎!!🙏🙏*HKU:*https://hku.au1.qualtrics.com/jfe/form/SV_6FFKyQlhef04S0K*Other U:*https://hku.au1.qualtrics.com/jfe/form/SV_0VcSHRQZ66aixSu參與資格1. 18歲或以上2. 華裔3. 本地本科生4. 能閱讀繁體中文字5. 在香港以外地方 *没有* 連續居住超過一年 即填 是是是是否，唔係會結束survey :),,,,,,,,,Apple gift card抽獎！！！,1,1
最多fail過幾多科？,🎅,i mean elective可以轉科讀,🎅,Tutor會答你幾分？,🐕,問tutor系否resit or pass ？你知唔知可以從tutor嗰度問到成績咩？,2,50,,,,,
突然！原來ou有靚仔！！！,🐺,who ig can pm?,💃,Ig？？,🌛,邊個叫我,7,73,,,,,
幾多gpa 先有dean’s list,🙇,同問,🌰,Ok 多謝各位解答🤣,🍸,E&L呢,2,14,,,,,
👻,🌾,利申做TG intern 不過同testing冇咩關係 但大概都知testing嗰邊做緊啲咩,科科攞A,諗左好耐都唔識填working experience +1 本身份工都唔關事,🍤,LM,4,15,,,TC intern會揀咩？,,
Engl A206F難唔難,🐬,呢科唔太難 上足堂有抄notes就ok,😜,仆街了,🐬,係吖,3,8,,,,,
🌚,👲,我同你傾下😂,🐰,Mental Yr 2 T04,🌜,Yr1? T幾？😂,1,27,,,Nursing有冇靚仔,,
🌚,🐈,未online exam 個時都慢到咩咁,🤐,但見有好多科都出咗成績,🍒,Online exam一早改好曬，就係處理緊考試果班有問題既人,1,5,,,Ou捨得出gpa未,,
Pending都未有結果.......,🍩,等啦，到時學校會出返成績比你,🙍,冇send email問咩？,🍜,Tc320,1,5,,,,,
如果有兩科re-sit 係咪好嚴重？,😛,唔會啊，好勁啊，440，好過retake,🤗,咩科？,🐋,同之前一樣,1,23,,,,,
點check 自己嘅attendance?,🍭,Participantion個分想知邉度睇,🍬,Oic,🍻,50分係底分，冇absent 過就有。另外50係要上堂答問題,2,26,,,,,
appeal一定要用支票交錢？,👿,之後add其他科來讀,👿,drop咗原本個科先,👿,有無試過用其他科replace返個一科？,1,8,,,,,
HPM Program,林鄭月鵝,你讀咩科,🌰,我想問大概幾時出GPA 有冇邊科最易肥,,,,,1,2,,,
Yr4先有科fail咗 可以點做,🐂,邊度check到？,🐂,點解ge？ 😱😱😱,🐫,Retake≠遲grad,9,25,,,,,
retake係要點？,🍄,佢教咩ga？,😍,人地係咁識我沒有好感😅,🍄,未試過穩佢地,1,37,,,,,
😆,🎈,f咗,🐰,你幾多,🎈,🙊諗緊要唔要appeal好,14,54,,,Mgt 341考試討論區,,
N227F Result,🍂,Noted,👻,哦,🍈,79？,1,12,,,,,
case competition,🐍,Grad到=一切,👸,Gpa = 一切,🍔,"見啱啱係nu news 果度出左話有case competition,想問下有冇人玩過？join同唔join一定數量既case comp對就業有冇影響？同埋會有咩優勢ps yr1 nursing 對呢類資訊唔太熟,thanks",1,3,,,,,
「投票」OU最多靚仔係咩系？,🎄,Jeffrey Ngai😚😚,🙃,bba那有靚仔,⛹,完全唔覺bba有靚仔😂,10,16,,,,,
GEN S150F 訴苦,kkiu901,我想問下大家有無 website and portal 嘅function 啊？,,,,,,,,,,4,21
美食 B233CF,🍳,Group leader 個名要打*,😦,Kitty個班想問下係咪下堂前send 組員嘅student name + student id比佢就得？🙏🏻🙏🏻,,,,,1,2,,,
Auditing t03 or  04求組,🐢,可轉，求組,,,,,,,,,,1,1
有無人知hons點計？,😟,睇nursing 嗰到 點解計hons嘅科唔夠16科😂,😴,唔計,🙃,同問,35,33,,,,,
公大之父Keith 請一路好走,⛑,Any details?,😩,利申已port,,,,,61,62,,,
一人一個對付free rider嘅方法,🐎,類似叫 Job Log,👷,係assignment度寫低邊個人做邊part，tutor自己會去judge,,,,,17,20,,,
公大附近有咩黃店好食,🙈,榮少好食架😭😭,😱,嘉多利啲包都幾正👍,😱,通菜街嗰頭都有唔少良心小店 值得支持吓,5,17,,,,,
OUHK Entrance Scholarship,😹,可能其他院校收分低了，考生少了,😹,Me too,😠,佢睇埋gpa?,1,29,,,,,
Summer返左嚟OU?,🍛,佢結左婚？🤔,🐳,張相好似唔同咗,,,,,22,23,,,
B399F 邊一個Tutor好？？,smcc,邊一group中文教？,🙋,Amy 上堂中定英,🎃,Amy,1,4,,,,,
有冇人未收到第二期grant loan,🍼,其他u次次都早勁多😓😓😓,🍓,真,😁,Ou grant loan不嬲都慢開,2,6,,,,,
有無人見過Ou counsellor,loman,你當係樹洞，比你講晒啲野，有人同你互動，表示同情，或者講中你心底話,🍚,唔鍾意ou counsellor,🎂,我之前send email比佢 之後見完一次都會約埋下一次,4,8,,,,,
soci 科60幾分大概咩grade?🤔,🍪,坐係到釣魚,🍪,我淨係記得我gpmate present果陣佢訓著咗😂😂😂,🎉,上多幾次佢既course 就知規矩😂,2,20,,,,,
Gen E244BF Media Literacy,😜,Hi!,😌,Hello同學,🐹,仲又冇其他都係general nursing㗎？,3,48,,,,,
E142CF 妙趣 course grade,👸,Thx,🍹,Academic record,👸,邊到有得睇？,2,3,,,,,
208F health promotion咩grade,😥,平時攞開B 今次都A,🐦,想知fail嗰啲發生咩事,,,,,2,35,,,
☺️,👰,呢份嘢係邊度搵？,🐨,請問GEN MATHS會唔會？,🎈,正常有 除非太多人高分,17,13,,,65分大既咩grade(有冇B+)?,,
🌝,🍕,我覺得要考慮返你自己情況先，416我覺得好難理解，雖然417有用，但我都係驚gpa低姐,😀,417係咪好伏？,🍕,386 or 397,1,4,,,Bba reg邊科好？邊科易啲？,,
E101F grading已出,🌛,Academic report,😙,邊度有寫？,,,,,1,18,,,
sem已開E131CF都仲未出分,🦁,唔知佢嘅好快系幾快🙈,🐧,仲話會好快出(￣O￣;),🌽,連一份asm分都未出真係算我孤陋寡聞,1,4,,,,,
請問A201CF 香港文學與社會 有冇gp project？,🍶,dm好無🤣🤣,🍎,T02？ dm,黑白仔,Hiii T01丫🙆🙆,3,75,,,,,
有冇PSYC A239F  T01嘅人可以組隊？,🌶,如題，小弟未有組想入組,,,,,,,,,,1,1
有冇人想放233嘅T04 😭😭😭😭,66uouo,Pm,🙆,Pm,🐝,Hi 我想入group ar Ching 🙋🏻‍♂️,1,7,,,,,
A103BF T03,🍶,Thx,sadkid154,Okok thank you! 😖😖😖😖,👮,通常Lecture 前冇 tutorial 的,1,4,,,,,
reg唔到gen嘅話會點,🐄,之前冇reg到科宜家就add唔到可以點做,,,,,,,,,,1,1
［中文系/A&SS］344/368/387 SWAP科,👼,368 t04再調t02/t03,Yuuuuuuu,全部T05 想搵人調,,,,,2,19,,,
🌚,🐁,Engine有毒撚~,,,,,,,,,今年engine有冇靚仔,1,1
原來Ou唔被台灣認可,⛑,thank you,👮,📷,👮,須檢視您的學歷是否符合 「入學大學同等學力認定標準」。 您所持學歷並非「香港專科以上學校認可名冊」，故另依據「入學大學同等學力認定標準」第9條規定，持國外或香港、澳門專科以上學校畢（肄）業學歷，其畢（肄）業學校經教育部列入參考名冊或為當地國政府權責機關或專業評鑑團體所認可，且入學資格、修業年限及修習課程均與我國同級同類學校規定相當，並經大學校級或聯合招生委員會審議後認定為相當國內同級同類學校修業年級者，得準用第五條款報考碩士班。您所持學歷須符合經教育部列入參考名冊或為當地國政府權責機關或專業評鑑團體所認可，資歷架構需為5以上(等同台灣學士學位)，且修業課程需於登記於效期內。(香港政府資歷架構查詢: http://www.hkqr.gov.hk/HKQRPRD/web/hkqr-tc/search/qr-search/ ) 或( https://www.cspe.edu.hk/tc/ipass/index.html )。,29,71,,,,,
N214F assignment大家幾分？,🌭,81,🗿,89,,,,,3,5,,,
377 brand management,💩,難,😃,呢科如何？易讀嗎？,,,,,1,2,,,
有冇KCC嘅tuns?,🌭,佢會再sd email俾你 會有詳細地址,😳,想問下body check 喺邊做？佢打電話嚟話QES一樓，即係邊度？跪求！😭,,,,,1,2,,,
扶青改咗名？,🐱,扶青社係全名嚟？😂😂,🐱,我都想知邊到睇改咗,🙋,咪就撚係 講下啲打手又出撚晒黎,2,23,,,,,
[中文系]點解文學批評一仲未放grade,🐹,Pm咗你，請睇inbox,🤗,？,🐹,Pm咗你，請睇inbox,1,17,,,,,
TCS320F完全唔識 點算,☠,320*,☠,照咁講應該聽日出328,🍝,Year 4嘅科出咗OCASStream嗰科仲出埋grade,6,68,,,,,
有沒人Abnormal Psychology Fail好奇怪,🐐,慘...加油,cooper98,多謝大家 我自己會處理thx,cooper98,anyway thank you for assistance  I will try my best to appeal,1,22,,,,,
ACTB212F成績,🐬,咁耐既 其他科都出曬,🐦,未呀,🐬,有無人知放左成績未,1,3,,,,,
有無人比人pending,🍑,大家知唔知可以點,🍑,有 佢話懷疑上網抄 要解釋,🍩,果科in charge,1,13,,,,,
OU year2女護士學生自殺亡,🦀,Rip,🌚,Rip..希望佢係上面過得輕鬆同開心🙏🏻,🍈,Rip,3,121,,,,,
Fail resit啫係重考？定要讀過？,🍧,251F?,🌱,今日下晝system send咗email話release咗take home asm result🤔今日睇到都嚇一嚇，真係好快佢好似冇講明你份嘢考成點，淨係見到你OCAS同course grade,😵,係計數嘅stat定research嘅stat？佢咁快改完？,1,25,,,,,
Accounting 個Gary Wong 仲有冇教？,😶,有 今個sem教tax,🐄,讀咗幾科Accounting Related course 都唔見佢,,,,,1,2,,,
其實今年會唔會斷好多支莊？,🐽,不過講咁多都冇用，咪又係冇人選,🐽,Exco有整p/f?其實我見都有唔少，其他u就冇點留意所以我寧願有exco，好過前年乜都冇，出大事都冇人可以幫，如果你前年已經入黎，甚至上過莊，就知有冇exco爭幾遠,🐽,我以為你講緊嫂tim😂,2,18,,,,,
唔記得交學費點算好？,😳,衰過一次下次一定記得啦,🐬,下次凖時交啦ching,🐬,有學費單應該就冇得用卡,2,38,,,,,
遲左交Exam video同E-SE form會點？,🦁,咪係 個lecturer都搵埋你 你仲唔問佢😂,🤖,你唔問lecturer問goop？,🍸,Lecturer搵我先知原來遲交影片要填form。但都已經過左7日。有無人知會點處理😫😫😫,1,3,,,,,
有冇將軍澳人啊,🍯,彩明街市嗰間,☠,邊間,🐨,🙌🏻,3,63,,,,,
今年搞唔搞得成OCAMP,🎈,想去都無得去,🌸,不了,,,,,1,2,,,
🌭,🍷,我本身覺得旺角都近，不過如果淨係計何文田咁就算啦,🍷,印象中好似得依間,🍷,但附近仲有咩？,12,25,,,最近ou既茶飲店係邊間（例：貢茶/其他）,,
BBA 考試圍爐取暖區,💃,“其他科早做完都要？點解😂,🐠,414我只係email to lecturer  佢要report先比佢啦,🍸,冇收到通知 好驚,8,119,,,,,
今次fail硬,😂,咁會快d,🍏,90度播放影片,kzz232,條片打直左係咩意思,1,33,,,,,
好後悔揀左b168f 🥲,👿,b168f衹是滑水求乞pass嘅好伴侶,🌷,我勸你最好 唔好reg ccy tutor,🌬,大伏,1,5,,,,,
b368考試,coco250,我黎緊讀呢科 下個sem lecturer 好似系外國人,coco250,Hi,smcc,今次考試感覺有d難，斷吹水咁,2,11,,,,,
399有冇重點,🐸,omg我來緊要讀啦,我對記者就最友善,你好 同學 可唔可以share人哋嘅lecturer notes 俾我？ 我悟性差，要提早溫🙌🏻,🐙,好多野記,16,,,,,,
同一科讀咗三次,😘,凡事皆有可能,😘,我都fail過幾科都生存到,😘,It’s okay ching,3,27,,,,,
妙趣exam,🍜,係呀 字數不限 可以睇翻冼博士係12月28號send嘅嗰封email🤗,👸,同問,🍰,係咪冇限字數？🤔🤔,4,18,,,,,
🌝,👦,不過我唔係嗰啲有心剪接🤔,👦,我試過中間cut撚咗，成分鐘嗰到🥲然後考完即刻sd咗email俾lecturer，佢話幫我check過條片，有影學生證，開始同完時間，同手嘅活動嗰啲，叫我唔好咁擔心。我諗唔係有心斷嘅我諗都應該冇太大問題？🥲,💀,啲假cut開既 學校肯嘥時間人力對返啲電腦時間 同右上考試剩餘時間 你條片長就知有冇古怪 呃唔到人 所以勸大家唔好試 乖乖溫書啦,1,6,,,我懷疑提出要拍片班人全部用iPhone 😑,,
學資處Sem2學費出咗未？,🍐,疫情之後ou俾人可以用呢個理由遲交 不過之前寫封信再交銀行戶口資料都俾我遲交 但之前俾咗五千蚊申請所謂遲交 先可以遲交一頭半個月所以我有段時間今個sem就要瘋狂返工 揾定下個sem既學費 再等學貸嗰邊俾返錢我做下個sem既生活費,🍐,因為計credit  學資處要等學校confirm 先可以俾錢 ou手腳出名慢 係收錢快,🤓,其實我今年都係year 1，我想講我好無助，好多學校嘅嘢唔清楚，打電話去唔同部門又無人幫到我😭師兄師姐可摸耳pm be個frd比我請教下你喔👋🏻🥺🙏🏻,1,18,,,,,
我想問申請defer後個5000可唔可以番學校攞學,hahahahhahah,Ok,😽,打電話問最快....,🍫,Halo 我想問申請defer後個5000可唔可以番學校攞學費單交,1,3,,,,,
讀完Asso係咪姐係英文有3？,👱,吾你老母,👲,呢句真 走咗之後先知ateam 都係不外如是 求其都俾其他u屌打,👲,有冇讀過b200f,6,42,,,,,
有病延期修業？？,🤐,正常嚟講學校係會批，但確實都要搵返學校傾,🤐,我諗佢都只係擔心同學浪費咗一年時間,🌵,我讀中學都有情緒病，中學就日日都要返，日日都有嘢做，但讀U就唔同，真係交野period先使做嘢，可能樓主year 1唔係幾清楚，又唔係咩大件事，無啦啦就停一年真係嘥青春，btw樓主加油,2,10,,,,,
有冇人已經收到第二輪tuns offer,😈,Yr3,👾,你year幾？🤣,😈,Kec,4,7,,,,,
⛑,🐭,Thanks🙏🏻,😶,冇,🙏,pm me,1,6,,,Ou有冇academic advisor?,,
N200F asm1 討論區,🎄,Yes,🎄,點cut 600字🤦🏻Mission impossible,👽,不過4ci大家係咪抄翻notes入面嘅actions and side effects落去就算？,15,152,,,,,
🌝,nan,可能題目完全唔同 考文字題咯,😽,咁你都大概get到點考法啦呱,😙,No,1,13,,,有冇人考試video出事,,
Film A101BF asm,🐽,唔知寫咩 好冇方向,😪,係,😵,其實係咪淨係用佢最後一堂嘅notes做就得？,1,3,,,,,
mgt b341f大家溫成點？,🐍,lawyer話佢自己incorrect,🐍,佢signed咗agreement,🌱,點解mr lee有錯,1,34,,,,,
S110W ocas幾多分,🍇,"asm 1應該係exercises, 2就programming",qui,assignment 3 係key holder,🦂,定係key holder,1,14,,,,,
擇男朋友條件,🍻,加了,🍬,點解無個option係男仔睇答案 sad,😚,大j,1,5,,,,,
😥,🌰,Yes,👽,你audit？,👽,之前做tax 全部都係bachelor wor,4,21,,,其實ou商學院畢業搵唔搵到工,,
BIA B350F 一問🤯🤯,🍝,佢啲review paper revise夠未 臨考前兩日都仲update緊玩撚死人咩,🌯,個exam仲要close book 唔知點算🥲,,,,,3,4,,,
妙趣Exam 未出題目？,🍚,想問吓每題有冇字數限制？🤔,😉,下個sem reg左妙趣 可唔可以share個題目黎睇下 thxxxx🙏🏻🙏🏻🙏🏻,😟,ole 㩒入考核作業就有,2,14,,,,,
Netherlands study tour 2021,🌴,Lm,🍮,Me2,🐷,完全冇晒通知有冇人已經in左4/1 or 5/1 zoom interview?,1,3,,,,,
🌛,🍊,多唔多quizzes and assignment 😣😥,🍬,push,🐞,Thx,13,10,,,GEN B164CF同A103BF 大家會點揀？,,
😋,🐷,T01,🐒,留名入group,🐞,等人開😂😂😂,8,24,,,Reg左gen 創業嘅留名😂,,
🙇,🐎,me,🍂,"Me, reg 唔到其他科😢",😲,有🧚🏻‍♀️,4,20,,,［揀GEN］心理學的學習應用好唔好讀,,
B168f assignment2幾分？,🦀,同意,🍳,Damn,🙏,爛grade +1 🙄,2,37,,,,,
🌝,🍕,見到都算輕鬆，咁我就放心晒，祝ching你今個sem爆三過四啦,🍕,感謝你答得咁詳細🙌本身第一想揀美食，其次係s234f，不過美食俾人揀晒，最終都係揀s234f🤧,🐣,自從對上一次善心答完人換嚟一句thx 都冇，嬲到以後唔再俾參考人🙂 雖然而家應該都reg哂科 但希望都幫到你lol,2,15,,,想問S234F好冇讀,,
￼想問商科大概每一科要拎咩grade先過三￼？,🎉,B。同學睇翻學生手冊好啲wor。伸手黨就唔好啦。,,,,,,,,,,1,1
有冇233既朋友可以同我swapppp,😉,想入！,🐪,Hii 我同其他T開咗 B233 tg grp啦歡迎PM我攞link!,🌾,想要T02 我有T03,1,3,,,,,
B164CF 社交媒體營銷伏唔伏？,😰,係,🤖,所以電腦實驗課同普通tutorial冇分別？,😌,而家mix 應該唔一定要番？,4,16,,,,,
有冇人psyc A331F 可以swap tutorial?,🌯,我p02想轉去p07,cerisech,P03,🌯,你p0幾？,1,3,,,,,
