参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
收cb2400micro書pdf🙏🏻,幾錢收,樓主here想收🙏🏻🙏🏻,pm,1,10,,,,,
ge1202 mid 炒咗,我得15…,final有得救？🥲,啱啱21，係咪死咗,1,7,,,,,
有冇Ching有報prenetics intern,Lm,想知interview會問咩同埋人工,,,,1,2,,,
__,偷拍,無圖你講你老母飛天都得啦,點撚樣影相呀大佬 坐我對面喎 後面仲要成日有人行過😵,1,8,,,Liba坐喺我對面條女飛釘🥴,,
有冇人知點樣帶其他U嘅朋友入city?,要登記,想問用JULAC係直接拍就入得定要再登記？,佢份糧政府同學校出大份 識做嘅就知聽邊個order最緊要,1,12,,,,,
☺️,幫朋友問🙆🏻‍♀️,,,,,,,幾時有得申請往hall?,1,1
CLASS Summer school大約幾時會出結果📅,Hihi PM,加拿大too!,Any Uk?,1,19,,,,,
有冇ching 可以分享下EY interview詳情🙏,Group question,唔好意思，乜嘢係 grp q?,講咩語言？,4,27,,,,,
Sm2105 narrative SRTG好唔好grade?,linda C.H. Lai,邊個教,佢講書方法真係好亂。。。超懷疑grading,1,5,,,,,
有冇人放BME4101 source,Hiii,Pm,,,,3,,,,
畢業證書一問,你睇吓你有冇Miss咗或者點,之前arro 出咗email叫啲畢業生返去攞證書先,你而家可以攞你個email入返學校攞證書㗎啦喎,2,5,,,,,
__,就係,係咪嗰個咩source 都有嗰個,,,,1,14,Fake source,,
收CB3043 case analysis source,A- https://t.me/koodaaaaaAaaa,B range need?,what grade,1,4,,,,,
Chegg 代查$1/ question,Pm,Free pm me,,,,1,5,,,
人院Summer School,你係邊間？,here~,Any uk?,1,6,,,,,
SEE source,Ok,Pm,Course code?,1,5,,,,,
__,你估年年都有咩 今年似去動物園,兆基,有咩hall係住得人..,1,8,,,呵柒真係俾狗住,,
國立臺灣大學 exchange,Acc， sem A去,Finance,可以一齊玩,2,7,,,,,
CB2203 可以點溫？,利申無上過tutorial,主要係睇lecture note ?,溫asm?,3,12,,,,,
放Quiz2,Pm,$10 放,$10 pmhttps://t.me/whywhylamPm have proof,1,3,,,,,
Ac3202 mid term,都幾簡單,其他考成點🤣🤣🤣,閱讀理解😂,1,4,,,,,
收ai game source 有意pm,pm me plzz🥲,,,,,,,,1,1
Minor management,神科，好過cs,吹水科唔值得浪費時間,想輕鬆過既可以讀，但係未必攞高分，因為吹水科拉curve拉得幾勁。為左學嘢既話咁唔值得利申：HRM,2,8,,,,,
想拍拖,大把人出世A到今日,🥲A左成年,,,,1,2,,,
收每星期full mark python quiz,上個sem a range,Pm我$20,pm,1,12,,,,,
收ge2134/pia2400 source,放2134 A+,Pm,,,,1,5,,,
想問macroeconomic考邊,下 今日考wo師兄 咪fake,平放Macro midterm sources,Week 8上堂考,1,7,,,,,
收CB2300 A range source,Pm exam x2 自制雞精有用筆記x2 question bank x1,Pm,Pm,1,5,,,,,
收AC 4342 Auditing past paper,有report 同2份past papers,有report 同2份past papers,有上個sem final paper,2,20,,,,,
放CB2240 HW8 $15 無滿分會全數退回,15 sls,on9,Real cls,1,5,,,,,
平放Macro sources,$10 pm me,Pm if needMidterm exam problem set question bank 都有,,,,1,2,,,
讀化學係咪乞食,可以做老師,不如讀埋PhD,Do gov,1,12,,,,,
Ge2134 assignment 1,有冇人做完想對吓ans,,,,,,,,1,1
GE2134,做完assignment 有冇人想一齊討論下？,,,,,,,,1,1
有冇人想去廣州南沙study tour ？,我啱啱收到⋯⋯又真係差唔多星期五先send俾我😂,是,City姐 如果kongu中大就唔係咁講 有啲好恨入,2,50,,,,,
放ac3202 source 齊,Pm me,,,,,,,,1,1
__,有冇人會係5月或者9月會去澳洲unsw讀master呀？,,,,,,,有冇人五月或者九月去澳洲UNSW？,2,1
人院summer school係咪已經岀咗,Any Cambridge ？,Pm~,ubc都出咗,2,18,,,,,
有冇人可以平時一齊約飲酒玩嗰啲,Me too pm?😂,有上莊,有興 pm,1,7,,,,,
__,上個sem mt 得5x幾分，但靠proeject和exam拉上A grade,計數要熟，其餘要背足，仲要有啲common sense,上個sem A+,17,22,,,Managing Your Personal Finance,,
Ibank salary,？？,咁少🥲,70k,2,5,,,,,
(招飯腳) 逢星期三食lunch,Hi,"Hi,pm",Hi,1,28,,,,,
收AC4303 AC4342 mid term source,have ac4303,Pm,有4303 souce,2,34,,,,,
平放cb2402 source 有proof,上sem source,,,,,,,,1,1
收MS source,Pm $10,$10 pm me,放,1,17,,,,,
Ms4224 project,Pm 放proposal and ppt,project要穩咩黎做🥲,,,,1,2,,,
平放Cb3410 Midterm,"齊James 同 韓妹 Midterm, exam sources, question bank, Self notes gp",,,,,,,,1,1
Year 4 exchange,Btw thxxxx,因為我見佢個website寫not applicable for BBAU4,可以 但要簽字promise 5A至少要讀12 credit,1,4,,,,,
收GE1220 source,Pm,收GE1220 A range source,,,,1,2,,,
放Cb2203 data driven source,Pm me,$10 model ans,https://t.me/koodaaaaaAaaa Model answer (have proof),1,3,,,,,
有冇CB2203 data driven sources?,Pm,Pm,有上sem quiz+homework,1,7,,,,,
Sem b Austria 有冇人？,Me next year🥲,Now or next year? I am now having exchange in Vienna,想識下人🥲,1,3,,,,,
ig令人自卑,6000幾起碼都有知名度嘛，介唔介意follow下？,可能一半都係shop fol,六千幾follower = 名人真係過獎了🙏🏻,2,8,,,,,
下年semB exchange,Second round 睇下仲有offer 剩啦,笑左😂😂,,,,1,5,,,
__,EF3320 ?Security Analysis and Portfolio Management?,好鍾意3320 prof,🤣,2,31,,,PK 鍾意咗個 professor,,
【十萬火急】喺City邊個廁所屙屎最好,🤣🤣🤣,"咁唔爭在去埋ac4, 一定重乾淨🤡",Ac3高層愈少人去愈乾淨😌,1,10,,,,,
收MS4252 sourse,pm,放MS4252,收,1,4,,,,,
平收game theory source,Only hw ans,Pm,Pm me🙏,1,4,,,,,
SemA 澳洲 exchange,有冇sem b ANU,有冇uow,有冇人去Melbourne exchange🥲,2,4,,,,,
CA1 midterm,但點解professor email係寫1-5…,6,有冇人知考5課定6課,1,3,,,,,
人院英文lecturer 一問,Pm,收A range sources,有冇人知Champa Detaramani好唔好，佢好似好勁咁去過兩次Harvard做speaker,2,11,,,,,
CityU Case Comp 2023招組員,pm,Pm wanna join🙏🏽,pm,1,4,,,,,
Cb3410 幾多%有A+,around 90%得A,,,,,,,,1,1
放大英，sosci Eng source,2402,2402or2412？,have ge2402 last sem A range source can proof,1,8,,,,,
放MS 大部份科 source,Pm,Pm $10,Pm,3,12,,,,,
midterm炒左係唔係代表一定Fail,6/5？？？😂,睇mean把撚咩 要睇埋sd,2101唔係6/5出咩,1,13,,,,,
討論cb2203 hw2,PM 🧎🏻🧎🏻,pm,pm,2,82,,,,,
放cb2203 Asm 2 model answer,https://t.me/goodguyisme 有意pm,,,,,,,,1,1
Summer exchange result,pm,pm,Yes,2,41,,,,,
放cb2200 cb2100 cb2601 cb2300,Pm $10,pm,Pm 2200  $10,1,11,,,,,
求Cb2011 hw ans,Pm,pm,Pm,1,6,,,,,
放cb 2203 hw2ans,Pm,15蚊都呃😂,Fake,1,23,,,,,
$5放 CB4303 quiz2 full mark ans,Pm,📷,pm,1,14,,,,,
UIUC Ad Summer school 2023,推多次,想問有冇人都報咗Advertising Summer School at UIUC 2023,,,,1,2,,,
Cb2402 midterm 考咩,有cb2402 source 有意pm,範圍係咩,,,,1,2,,,
收GE2412  LD  sources,收,,,,,,,,1,1
放CB2400 source 2pp,pm,pm,Pm,1,4,,,,,
放MS 3227 上年mid term ans+Q,$10 pm me,平放 pm me,,,,1,2,,,
放cb2100 pp,pm,pm,Pm,1,13,,,,,
__,有冇朋友仔,,,,,,,23/24 semB Sweden exchange,1,1
想攞LT2306 source,2306 乜都講得唔清唔楚 上堂又冇乜聽書 所以依加求救🆘 希望各位師兄幫下手 有quiz exam 嗰啲最好 冇都唔緊 ppt joint 左note 嘅都想要🙌🏻thxxxxx,,,,,,,,2,1
收locker,pm,ac2 1/F locker 冇用過 可以pm me~,Pm,1,9,,,,,
有冇coursehero unlock?,Pm,pm,pm,1,14,,,,,
收CB2100 pp + ans,Pm,Pm,Pm,1,15,,,,,
有冇人sem b去Prague/ Czech ??,Me!!!,,,,,,,,1,
到底hall 5有乜玩悶死,感覺上至少好過hall6啦,Real meg,Hall 4今年好撚firm支莊好落力搞活動其實就建議入hall 4嘅,1,42,,,,,
點樣接受自己係垃圾,gpa 2.8，我仲垃圾,我仲衰啦，運動樂器冇樣叻，又唔識面對現實，成日唔知自己想點，識女朋友識咗幾年都識唔到,讀書廢 3.0x運動廢 後備仔社交廢 無朋友工作廢 學極都唔識,1,5,,,,,
放CB4303 quiz2 full mark,$5 full mark,Tg: haha9132,,,,1,2,,,
放cb4303 quiz2 ans,$10放full mark have proofhttps://t.me/rubbishschool,,,,,,,,1,1
Hall,pm,Hall7女想調hall 1!,,,,2,2,,,
有冇男仔想做下part time,要有🙏🥲,無保安牌得唔得？,Hiii 女仔可以！ 有frd返chanel,1,23,,,,,
有冇人sem a the uni of Newcastle,Push,Pls pm me,,,,1,3,,,
想揸city啲女對波,發掘到佢淫嘅一面🖖🏼🖖🏼,有料喎Ching,暫時未見過,1,13,,,,,
依家想drop course 有咩需要留意,寫俾arro la,邊科？,張form要佢簽名點會唔關😂,1,9,,,,,
放CB2402 source,pm,,,,,,,,1,1
緊火巴，有無絲願意被抽插,你媽咪算唔算係絲？,你老母想被抽插ok？,男想被抽插ok?,1,4,,,,,
Class Liaison Ambassador,有無人知係做咩,,,,,,,,1,1
有冇人法國Audencia business school?,Hi,,,,,,,,1,1
日本exchange,想問下在留資格認定証明書申請係咪reg host uni嘅時候搞埋？有無ching講下通常係學期開始前提前幾多個月搞🥺,,,,,,,,1,1
去exchange政府有咩scholarship可以報？,Hsbc overseas scholarship,非semester exchange,我去canada  學校資助兩萬,2,15,,,,,
放magsafe 尿袋$200 原價$300up,唔係 不過已放,Apple?,Bear king,1,11,,,,,
想問關於reg科,aims填,點waive,可以waive prerequisite,1,6,,,,,
Mgt究竟有咩靚仔靚女,Ask Bear king,Send圖先啦男扮女🤡,Like me,1,6,,,,,
Chegg代查 $1@,Have,pm,,,,1,15,,,
畢業證書,所以你嗰個捲埋放入信箱嘅情況係唔會發生,係 冇平郵,Default 的免費option 係自取你都唔想城大平郵俾你的😂,1,10,,,,,
有冇人想玩JPMC Case Com,pm,pm,pm,1,6,,,,,
Final year係咪就咁去aims申請畢業就得,可能係我記錯咗😂,"我係arro send, btw申請左了，好似之後就等佢批, thanks!🙏",正路department應該會send email俾你？btw，係就咁申請,1,8,,,,,
23/24 德國exchange?,點解？,你會後悔一世,手咩足？諗住去德國搞暴動？,1,4,,,,,
幫忙fyp 問題🙏🏻🙏🏻,順便幫我做埋吖 🙏🏻https://forms.gle/PtKsMHZf7aHmXrEP6,https://cityuhk.questionpro.com/t/AXKOdZwh9H幫手做下問卷，麻煩曬🙏🏻🙏🏻🙏🏻🙏🏻,,,,1,2,,,
Sem A Uk Reading,Hello bear king,Hi,Tg?,2,10,,,,,
Chatgpt Ai 問問題,Pm,Hi,Pm,3,8,,,,,
唔該幫手做下問卷🙏🏻🙏🏻Thanks,Bear decision,幫埋plshttps://forms.gle/PtKsMHZf7aHmXrEP6,Bear Fashion,2,6,,,,,
幫chatgpt,pm,Pm,Pm,2,12,,,,,
Semb Uppsala or Sweden?,pm?,Sweden too!,Any wts grp can join😂😂,1,3,,,,,
2023 Sem B Copenhagen商學院,Anyone 2324 sem B?,PUSH,Interview ?,1,14,,,,,
復旦exchange GPA幾多可以去到,想問有冇人sem a去,你想去邊度？,你去唔去😹,3,22,,,,,
CS2303講緊乜,勁多都唔明 exam會唔會要寫code,,,,,,,,1,1
Anyone sem A Strathclyde excha,Pm,Pm,pm!,1,8,,,,,
住hall 分數一問￼,計30,想問攞咗兩次dean’s list part b 係計30分定60分？,part a part b 係咪分開計架？,5,20,,,,,
__,Let’s create a bear alliance,i missed the lunch gathering,No sex thanks,1,20,,,Bears assemble!,,
Cb exchange request for change,咁佢地玩咩？,Goop 本身就好多真真假假，所以有一堆人唔玩goop,好似全世界得我一個failed to change...🥲,1,12,,,,,
有冇 sem a Singapore,"Here, we hv wts grp",Pm,Pm,2,5,,,,,
Any sem a Singapore ~,Pm,Pm,We already hv wts grp,1,7,,,,,
收CB2400/CB2601/CB2100 Final,Pm,pm,收2601 source pm,1,10,,,,,
anyone sem A sweden chalmers?,Me,冇人sem a 去瑞典咩,gpa 3.2,1,4,,,,,
Exchange Change school,你d乜7選項嚟？,Change offer?,唔係before 24th咩,1,4,,,,,
有冇人去Uppsala Uni exchange,Ok ar,Still pm?,Me semA,1,4,,,,,
__,thank youuu 🎊🧚‍♀️,congratss!,3.83 7.5 😶‍🌫️,1,10,,,Warwick,,
Cs4286有冇人讀緊，交流下,🤓,,,,,,,,1,1
收GE1332 source,UP,UP,UP,1,4,,,,,
點解exchange uni prefer sem B去?,仲有另外一個可能性係sem b去可以直接唔返玩埋暑假。professor 講嘅,你可以睇返嗰間大學有冇exam嘅special arrangement比exchange學生,你一兩個禮拜你唔講就唔覺的,2,11,,,,,
sdsc2004好難,天日就做 好驚😂,認真？,預咗project炒,1,3,,,,,
__,有冇人paris,出咗,我keep住都係pending，好淆,1,3,,,CENG exchange offer出咗未？,,
收cb2402 problem set 1 題目,pm,Bear sources here,我有,1,3,,,,,
__,Look at the date man,ao semb😣😣,有冇 sem b illinois🥲,7,41,,,有冇美國exchange semb 🇺🇸,,
讀緊finance嘅入一入嚟,其實係咪得fm先用到？,係部fin cal 大部分時間無咩用係某類題型先好有用,Pm,1,15,,,,,
Ef4312 mid term case,係跟group嘅嗰班人計一條team?,Yes,想知x2,1,4,,,,,
有無剛果semA exchange？,pm,,,,,,,,1,1
收area 1 GE/area 2 GE/ GE1304,pm,Which section?,放1304 pm,4,14,,,,,
平收Ge1304 midterm test,平收🤣🤣,,,,,,,,1,1
exchange request for change,"佢應該唔係cb, 其他dept 今日先放offer",Google form 過左deadline啦,你地唔係有張google form 填？入面唔係有三個choices accept Request for changeReject,3,22,,,,,
GE 2129 Young Psy 收A/A+ source,Pm,有上個sem source hv pp,Pm,2,86,,,,,
Exchange 苦主圍爐區,就係驚佢知我地幾時完sem 唔俾我地reg科,老實講嗰便幾時完sem 你唔講邊個知你話你嗰讀嗰幾科無exam 返左來等埋所有科出grade 先有transcript 邊個知😊,okok thx,2,27,,,,,
CDWP summer school,有冇諗住去邊？,諗住搵日組織好哂啲問題 直接打去問,無去+1 但我估得1個鐘 應該都係啲講啲basic野,1,4,,,,,
sem2 Maastricnt🙌🏻,anyone sem 2 Maastricnt?,,,,,,,,1,1
Chegg check $50,任代查2個semInterest pm me,,,,,,,,1,1
__,okok,Pm,hello,1,4,,,Exchange Loughborough or York,,
收Cb2203 2021/2022 hw,有2021/2022 hw,平放21/22 全套source,放dan li 21/22 sem a hw+quiz,1,11,,,,,
有無大陸exchange嘅？,Sem b,Tsinghua,北京邊間？,1,4,,,,,
求代查chegg🙏🏻,pm,有,有冇人今日之內可以代查chegg？🙏🏻🙏🏻,4,3,,,,,
想問而家可以去其他hall玩？,不能,住hall2可以入到去hall3嗎,,,,1,2,,,
Banl Tokyo Tour,Pm,Pm,Pm,1,22,,,,,
⛑,hello !pm?,PM ?,TUM🙌🏻🙌🏻,1,12,,,有冇人Sem b Germany exchange🥹,,
收CB3044 Source,Push,Push,push,1,3,,,,,
收3043 omnifoods case🙏🏻,Pm,,,,,,,,1,1
搞錯，USA exchange無group？,你邊間？,冇人開咪你開 快開啦 我join,Clarkson man,1,3,,,,,
IS exchange tran科一問,Second round 更加沒野揀,聽講Second round 係first round 俾人棄剩,U asked major leader?,1,18,,,,,
Exchange fund 同Exchange學費問題,有financial need 會易d,咁其他嗰啲獎學金易唔易申請？,歐洲咪2萬幾，台灣中國咪一萬幾千，自己上網睇啦,2,10,,,,,
下個sem 義大利exchange 集合區,你係咩major？,Pm,pm,1,6,,,,,
"有冇EE4015 同EE4146 Sources, 出價收",求收🙏🏻🙏🏻,收到4146sources未？,請問有冇人有，可出高價收😵‍💫🙏🏻,1,4,,,,,
收com law sources A range,Plz pm me,For reference only,,,,1,2,,,
招GE2343 aim A group mates,Hi?,,,,,,,,1,
有無sem b 清華啊,有病？有病去治下,已報國安👌,同志们 革命要成功呀,2,11,,,,,
想問下USA exchange有無資助果d㗎？,Push,How much?,yes,1,3,,,,,
有冇cb人 semA uni of cologne🥳,,,,,,,,,,
收GE1220 source,Push,Push🙏,,,,1,5,,,
收ge3202 source,push,收3202 source,Push,1,5,,,,,
Any exchange korea sem a,想知大家gpa幾多去korea,anyone kyunghee,hii,2,21,,,,,
有無馬來西亞USM exchange,3,想知gpa幾多入到,,,,1,3,,,
Korea sem a skku exchange,Halo,Anyone,,,,1,2,,,
有冇讀Cb2011/ Ac3202嘅一齊溫書🥲,Pm我🥲,,,,,,,,1,1
__,pm,Pm,https://t.me/doublemayisgood,1,64,,,有冇人讀緊ef3442?,,
exchange 中國圍爐區,難 整日溫書先pass,清華啲科難唔難pass,上年入到間中資hedge fund 果個HR話清華exchange加咗唔少分,2,30,,,,,
Anyone SemA exchange Paris?,https://t.me/+95DSALQfSHc4NGI1,Can ar,Let’s open a Tg group?,1,9,,,,,
CB 3043 Dishonesty,Google la,韓妹叫咩名,上次上到硬晒,2,40,,,,,
exchange qA,Email,聽日briefing係邊度睇到🥲,Tmr briefing should have instruction,1,5,,,,,
exchange offer,咁下年再試啦,Then next year la you still young,but I want to go korea and Japanthey give me...,1,8,,,,,
2023_Sem A_歐洲,2023_Sem A_歐洲2023年Sem A會去歐洲嘅入呢一個Whatsapp Grouphttps://chat.whatsapp.com/DAXX2pFhJGN48WGf9lDaFE,,,,,,,,1,1
收GE2412 source,同問🙏🏻,收GE2412 English fit the Humanities and Social Science sourcePlease pm🙏🏻,,,,1,2,,,
CB3410需唔需要financial calculator,平放17-1818-1919-20 final with solution有意pm,睇自己啦，我覺得有會方便d,no need,1,4,,,,,
想問下exchange offer 可唔可以交換？,上年briefing 話冇得交換,唔同學校可唔可以交換？,Can,1,4,,,,,
人院exchange 幾時出,Yes,大家係咪仲係pending🥲🥲,+2🥲,2,5,,,,,
☠,咩soc,仲要做水魚,唔鍾意咪唔好做，又唔係有錢收,1,7,,,上莊做緊啲唔係原本想做嘅嘢係咪應該quit,,
求GE1220 a range source,請問你係咪有GE1220 A range source?,pm🙏🙏,好人有好報😢🙏🏻,1,11,,,,,
鍾意嘅女仔原來有男朋友,正常，無遺憾仲叫青春咩？,後悔冇表白,我都係,1,4,,,,,
人院真係乞食？,math,而家咩major？,"讀唔掂數想tran,但又驚乞食",1,3,,,,,
收Ef 4313source,pm,Pm,PM,1,6,,,,,
有冇人收到AO intern offer?,Pmp有冇人都報咗,GPA幾多？,有冇人收到啊,1,4,,,,,
GE1125 form a temporary group,有冇人提前坐一起,,,,,,,,1,1
__,"好彩二月頭開番, 差啲死😌",,,,,,,AC1 真係好好食,1,1
收GE 1106 Sources,Pm plz z,師兄我讀緊 有嘢想問可以pm傾？,收GE1106 Sources,1,3,,,,,
Ge1501,請槍有咩推薦堅唔想+唔識寫,,,,,,,,1,1
￼有冇人CB summer exchange CBS,Pm,Pm,Pm,2,34,,,,,
搵人私補Sas  酬可議,pm,Pm,Pm,1,4,,,,,
Summer exchange 2023,習近平萬歲🥳🥳🥳🥳,去中國！！！ 我愛習近平！！ 😍😍,大家想去邊？,1,3,,,,,
JPMC private bank challenge 招人,Pm,Year2 finance pm 🙆🏼‍♀️,Bear challenge,4,15,,,,,
想問下ge1209 midterm點考？🙏,見佢好似咩都冇講,,,,,,,,1,1
有冇人嚟緊會去🇨🇦讀書/做野？,我今年9月去多倫多讀書～🙈,有冇人嚟緊會去🇨🇦讀書/做野？我apply左owp 嚟緊會去多倫多 有冇人都係？想識下同路人～,,,,1,2,,,
ac1 又有老鼠,"想, pm?",屌我呀,呀,1,14,,,,,
Final yr final sem想拍拖😭,你唔係？,咪又係想屌西,🥹,3,53,,,,,
星期3飯腳tg group,pm,到今日都冇腳🥲,pm,1,11,,,,,
校門口做完問卷過幾日叫我去interview 係咪呃人,見疑即報,正是,我最近都遇到，都係啲咩office job，都係喺MK。問佢公司名一係間接唔答，一係特登錄音讀個英文名出嚟，跟住我又查唔到因為我未聽過嗰個英文字，好似唔想比我知道間公司係點咁。真心可疑,4,22,,,,,
收cb3410 cal機,我有,BAII  Plus,想問有無規定要咩型號,1,3,,,,,
⛑,push,pm,,,,1,2,收EE3109 source,,
有冇人有vincent bus case source?🥹,Pm,Pm,Pm,1,13,,,,,
收sdsc2004/ge2343 sources,Plz pm/tg,,,,,,,,1,
exchange offer係email定自己check,aims,邊到有寫？,唔係同時出？,2,30,,,,,
有無人sem B去台北exchange,大家到咗埗未？可以一齊出嚟玩下～,,,,,,,,1,1
