参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
有無女仔試過等小巴個時俾個男仔抄牌？,😁,https://goop.ai/topic/FeRo/%E6%9C%89%E5%86%87%E4%BF%BE-%E9%9F%93%E4%BB%94-%E6%92%A9?ref=goopapp,🌲,係咪都係攣毛？,😁,小心係佢,1,5,,,,,
🐤,🎃,Pm,😒,Pm,,,,,1,13,放九成新書法工具,,
Art of mindfulness lecturer,💣,😢😢咁冇望la...,👻,我係Year 4 add drop第一日個時搶到所以冇email佢 係之後第一日上堂聽到啲人問佢話可唔可以加位 佢話已經係add drop度加咗,💣,想問你係直接去sit堂定係email啊??,1,16,,,,,
Year4 求LANG2005 有酬🙏🏼,🍎,up,🍎,爭一科可minor了 求位 謝謝🙏🏼,,,,,2,2,,,
LLAW3007 S1換S2,🍅,"Section1 換 section2,有冇人想換？",,,,,,,,,,1,1
GCAP 3157 coping with stress分組,🍛,hihi，請問這節課有冇靚grade呀？,🍸,Okok 😄😄,👩,Hihi 我都打左係group9度,1,10,,,,,
ISEM4006好唔好讀,🌸,Workload大唔大,,,,,,,,,,1,1
ISEM3027 求professor email,🌮,你點唯之小爛grade？,😡,好 感謝！,🌯,之前course work好認真做都小爛grade,1,6,,,,,
補習,🌶,我們（香港浸會大學傳理學院）現在有個研究，想找人做訪問。就是問問大家對於網絡論壇的意見和感受。訪問是在ZOOM進行的，可以在你方便的時間和地點。想找的人要滿足以下條件：1.	香港本地人2.	曾經註冊過連登，高登或香港討論區（任意一個就可以）超過一年的3.	年齡：25岁以上；參加者可以獲得300港幣的現金酬謝。如果有時間參加的，請PM我（WhatsApp: 90277593）啊，好需要大家幫幫手，自己參加之餘，也請幫忙問問有沒有親戚朋友可以幫忙做下訪問的。,🍫,好的！ 唔該灑,🐟,btw教補習同你以前去補習社一樣你可以整理好一堆skills令小朋友明白點樣先可以得分,1,13,,,,,
BU有咩筍工￼,🐤,我們（香港浸會大學傳理學院）現在有個研究，想找人做訪問。就是問問大家對於網絡論壇的意見和感受。訪問是在ZOOM進行的，可以在你方便的時間和地點。想找的人要滿足以下條件：1.	香港本地人2.	曾經註冊過連登，高登或香港討論區（任意一個就可以）超過一年的3.	年齡：25岁以上；參加者可以獲得300港幣的現金酬謝。如果有時間參加的，請PM我（WhatsApp: 90277593）啊，好需要大家幫幫手，自己參加之餘，也請幫忙問問有沒有親戚朋友可以幫忙做下訪問的。,,,,,,,,,,2,1
🍣,🍒,可用GTCU2005換,Biubiubu,而家見到有,Biubiubu,唔知你reg到未,4,7,,,收JPSE1007 Japanese Society 薄酬,,
Yang hall 換其他hall🙏🏻,Joma,13🙏🏻,🍟,Yang幾？,🍟,Pm,1,3,,,,,
🙏,堅強小寶寶,求GTCU2005 S2🙏🏻🙏🏻🙏🏻,🐐,求GTCU2005 Section 1 🙏🏻🙏🏻,,,,,2,2,求GTCU2005 薄酬🙏🏻,,
中文系course4086讀得過,🍺,佢係咪有封email叫人讀  有冇人cap低,🍺,李白詩？,🐌,認真讀，課堂答問題，成績一定ok，我自認中文麻麻，都有a-,4,5,,,,,
求問想讀既course full 左可以點,🀄,咩course?,🌚,下個sem請早,👳,我由year1開始求，求到year2，四個sem冇一個Professor accept，都係以唔同理由reject😭😭😭😭,1,9,,,,,
gtcu2026 换 gtcu2046,🍰,🥺,Chdjwkd,section1换section2,,,,,1,3,,,
有冇人讀過UCHL1047?,🌼,呢科會教好多health concept，唔算難，不過唔太靚grade，有quiz，5個in class ex，有一份要做運動，仲有final reflective paper,,,,,,,,,,1,4
GCAP3186 service leadership 分組,😮,自己一個上未有group，有冇人form group未齊人，可以pm我,,,,,,,,,,1,1
想問UCHL1025好唔好🙏🏻,🐹,Push!!,,,,,,,,,,1,2
yr4🙏跪求UCHL1036 section1/2 有酬,💩,session 4?,😫,薄酬！,,,,,1,4,,,
Uchl1045 s1 tai chi轉uchl1025s1,🍻,🙏🏻🙏🏻🙏🏻🙏🏻please,,,,,,,,,,1,1
MKTG3017 Buston伏唔伏？,😼,請問難A range？有冇其他marketing elective好讀🙏🏻🙏🏻,,,,,,,,,,1,1
Summer exchange 一問,🤔,你地有冇話想去邊到呀,🍸,Lm,🐞,Lm,1,5,,,,,
Table tennis 轉section,🎍,04想轉05🙏🏻🙏🏻,😦,4想轉,,,,,1,4,,,
招Busi1006 section 1隊友,acccccccc,pmpm,👵,Pm sec 3,👵,Pm,1,6,,,,,
招Busi1006 sect 3 grpmates,🐿,Pm,🍒,Pm,🐿,有sources 可以一齊做,1,3,,,,,
Busi3006sec1 搵grp mates 👋🏻,😤,Up,,,,,,,,,,1,1
平放FREN 1-3法文書 加 英法文字典 for exam,🐲,pm!,🐯,Pm 唔到你🥹,🍎,已hold🫡,1,9,,,,,
GFHC1047 section 1 find gpmate,😠,GFHC 1047 S 1 Find gp mate ✨,,,,,,,,,,1,1
🌵,🤔,呢幾日留意下buniport ah 啱啱見到有人放 應該仲有機會,Biubiubu,我都想讀🥲,Biubiubu,同問,1,3,,,想問有冇人會放PSYC2007?,,
想知MKTG4007 Brand Management點？,😋,🙏🏻🙏🏻🙏🏻,😋,Pushpush🤍,💁,或者有無其他mkt electives推薦？🙏🏻,2,4,,,,,
有冇人讀過廣東話/minor cantonese,🌼,難唔難？唔係文科讀唔讀到？想用free elective reg,,,,,,,,,,1,1
GTSU2007 有冇隊友！？,🀄,1,🍵,section幾,,,,,1,3,,,
有冇宗哲人,🐻,佢啱啱新嚟，無人知,🌲,有冇人俾Pietarinen教？好唔好？,🐻,點界定為好讀？,1,7,,,,,
有冇人想一齊交換下A grade source?,🍘,我想問有冇mktg4007 brand management嘅source啊？,🍘,halo pm?,🐮,我哋個chat expire咗,3,31,,,,,
Hwang seok Hyun 比分好？,🍁,Thx 🙏,,,,,,,,,,1,1
GFHC1037 s3搵gpmates,🍌,有冇人未有組🥹🥹,,,,,,,,,,1,
MKTG3045 s1求grp mate,🐸,Pm,,,,,,,,,,1,1
求Busi2035 s6轉s5🙌🏻🙌🏻,😥,Up🙏🏻,😥,Up🙌🏻,🐽,Section 4轉1,1,4,,,,,
MKTG4007,🍟,Push!!,🍙,h,🍙,s,1,6,,,,,
有冇人想要geog4076cultural landscap,🌷,想讀其他科所以想drop有冇人想要？dm自出價thx,,,,,,,,,,1,1
Fine3007 Section 2 搵gpmates,🌻,Push,🌻,dm,kkkkkb,hi 我都s2,2,8,,,,,
放french Totem A2 💰,😹,想收,😹,放咗未？,🌰,有意dm,1,3,,,,,
求FINE3007 PP,😰,想要! Pm,Orangekiller,Pm,😐,Pm,3,16,,,,,
CHEM2016 section2轉se cti on1,🐇,問埋，有冇人section1想轉去section2,🐊,有冇人可以換一下🙏,,,,,2,2,,,
GFQR course 邊科推薦？🙌🏻,🐱,幾好讀,🐱,1046,🐠,想問下 big data 定life is game 好啲,1,7,,,,,
放BUSI4006 Sources,cassienat,Pm,🌾,pm,👱,Pm,1,14,,,,,
Yang hall  2人房換cai hall🙏🏻,Joma,Contact Tg: uyuy 8309,,,,,,,,,,1,1
😿,🍿,我聽日想去問下個cgpa點計,🍿,好呀多謝你🥹,🌼,問咗AR可以爆cred grad 唔知幫唔幫到你,3,11,,,Exceed Cred 一問🥲,,
請問一下make up exam嘅卷同正常exam係咪一樣？,🍿,唔同,🍻,一定唔同題目啦,🍧,請問一下make up exam嘅卷同正常exam係咪一樣？,1,3,,,,,
想知exchange幾時會有interview？,🍿,offer個啲2月應該有,🍿,😂,🍿,Scholarship先要lol,1,8,,,,,
GTSC2015,🍂,可以自行去觀賞😂,🍂,關於羅婉嫻嘅comment Excel入面大把,🍣,想知too🥲🥲,1,7,,,,,
長約打羽毛球！🏸,👧,有冇同學聽日得閒學校打吖！3點半至4點半,😥,Pm,Nancyyyyyy,Pm,3,17,,,,,
大中,長期自摺,S12 同S21都得‼️,🌾,換S2先啱,🌾,S19換S3🙆🏻‍♂️,1,3,,,,,
有冇人上年讀GTCU2045,⛑,上個sem先啱,,,,,,,,,,2,1
想搵1個小題琴手出annual dinner 拉1手歌,hdjwihxeYdh,dm,🍞,想搵1個小題琴手出annual dinner 拉1手歌 Dm me🙏,,,,,1,2,,,
🌞,🐢,Pm,🤑,pm,KIM0114,Pm,1,27,,,有冇人有BUSI3006/3046 PastPaper🙏,,
放art of mindfulness s4換s1,🐩,h,🐩,s,🐩,u,1,4,,,,,
☠,👽,舊校入面,🐰,BU AST 係邊🥲,,,,,1,2,BU AST,,
Hall 換房,😔,有無人可以7樓換9樓,😔,🥲,🐣,唔同層都可以一齊玩嘅 你可以叫佢你間房㗎嘛 相信你嘅roommate 都可以理解,1,16,,,,,
GFHC1047 Section 2 求gpmate,🐣,有意pm,,,,,,,,,,1,1
想問吓有無咩course係關於用AI PS software,😡,如題，因為見以前有呢啲course code但搵咗好耐都搵唔到，唔知有冇師兄師姐知道？🙏🏻,,,,,,,,,,1,1
BUSI 3046 Mid Term 係交pdf檔定word,🎉,得,🙉,想問下你係邊個老師啊？kong tsz kWan得唔得啊？,,,,,1,2,,,
平放busi3006 exam sources,🍍,Pm,👱,pm,🍍,Pm,1,19,,,,,
🌚,😱,正常presention 係每組present 1份reading Essay 唔肯定今年寫咩，有機會要睇reading,MYMT,"應該GE course冇乜問題, 4字頭個科就辛苦啲",MYMT,上堂會唔會抽問或者有啲功課係要關於嗰啲reading,5,65,,,有冇人發現history啲grade冇以前咁靚...,,
Econ同學讀過Prof Chung Kim Sau嘅科請入,hakkkk,想知佢係咪今年新來同埋比分點樣？,,,,,,,,,,1,1
有冇人讀過HIST 4105,😴,請問下婦女史tutorial使唔使上？,😎,同埋丁潔好好人,😎,唔會 其實幾得意嘅呢科🤣,1,10,,,,,
唔好reg學校個牙科well-being,🍘,想問吓今年出咗參加電郵未啊？,🍘,我去觀塘嗰間，約咗半年先有得洗,👾,我都係 我係bk旺角嗰間,1,4,,,,,
Add drop一問,😄,感謝大家！,🍿,可以唔上 佢張attendance list冇咁快update 利申：試過,🌶,Should be yes但係add drop period 冇咩人理,1,4,,,,,
有冇人放GTCU2026🙏🏻🙏🏻🙏🏻,🍡,Pm 可放 要酬,😥,想問下有冇人放GTCU2026 從粵語流行曲聆聽香港的過去和現在？今年Year 4 差一課GTCU 😭😭😭,,,,,1,2,,,
有冇人知大英Leo Yu 點樣,🐗,勁煩,,,,,,,,,,2,1
fine 2005求section5,😩,跪求,,,,,,,,,,1,1
UCPN Venice sec 8換5 26 31,🌰,本身係Venice sec 8 想換5/26/31🙏🙏,,,,,,,,,,1,1
你哋causal inference咩grade🥲,🌚,我自己都o曬咀,🌚,a-,,,,,1,2,,,
求busi2035 s3轉s2/s5🙏🏻,🦃,Pm thx,KIM0114,放S5,,,,,1,2,,,
有冇人讀過GTCU2056？好唔好讀🥲,🌽,好唔好人同靚唔靚grade係兩件事,🐀,有朋友上個sem讀過，話幾輕鬆，同埋靚grade，不過係譚生教🥲想問下如果係李生教會唔會好大分別🙏🏻🙏🏻🙏🏻,🐀,今個sem係李建深教，佢好唔好人？,1,3,,,,,
GTSU2027 tax,KIM0114,有冇sources？想買,🍹,咁睇嚟難度都算咁上下？😂感謝🙏🏻🙏🏻🙏🏻,🌺,唔計parti 算係咁🤔有個10% moodle quiz 都唔難group debate 同present 煩少少 要做多啲research 關於香港貧富懸殊問題同其他國家啲tax system 最後final paper 都係研究下香港稅制上網好多資料 最後拎到A,1,5,,,,,
求ACCT1006 section4,😝,如題🙏🏼🙏🏼,,,,,,,,,,1,1
有冇人跌咗學生證,🐷,推,☺️,Year1讀Science GUO同學！係你喇 你係咪跌咗學生證,,,,,1,2,,,
BUSI 4006 s5轉s3,🤔,可薄酬,🤔,push,🤔,Push!,1,5,,,,,
求Gfhc1036 section1換2🙏🏻,🍹,Final year🥹,,,,,,,,,,1,1
有冇人讀過Busi1006?,☺️,靚唔靚grade? 啲數難唔難,,,,,,,,,,1,1
☠,🤒,有意pm🙏🏻🙏🏻🙏🏻,,,,,,,,,Busi4006 Section1 轉 Section3/4,1,1
LANG1005 換section (6 —> 9),😄,LANG1005 Elementary Putonghua 有section 6嘅位想轉section 9求交換,,,,,,,,,,1,1
想問係咪最多6cred ge 做free elective,😭,宜家仲係咩，唔係讀幾多做free elective都得咩？,🗿,知唔知道係幾時改咗制？如果我讀到差唔多final year先黎改，咁我前面嗰三年，除咗Major同埋畢業要求，我咪要由頭讀過囉,🗿,我唔知senior entry個規則係咪唔同，但係我啱啱問過佢話如果再多嘅就算你reg as free elective佢official都唔會計你,2,14,,,,,
BUSI1006 section 1轉 section 3,🍳,想要day off，有無人可以轉🥺🥺,,,,,,,,,,1,1
COMM2006 section2想換section1,😉,有冇人可以同我換🙏🏻🥹,,,,,,,,,,1,1
周耀輝歌詞班 有無人想要？放！,🌵,好似要instructor approval 放咗都唔會自己reg到,😣,Pm?,😲,自出 高價者得,1,5,,,,,
French National Cinema一問,👱,想問下有無人讀過？靚唔靚grade？大唔大workload?難唔難？推薦？,,,,,,,,,,1,1
爆cred一問,🌹,唔會,👹,想問如果上年因為GPA太差見過Department head跟住佢限咗我淨係之後個sem只可以讀12 cred但我今年第一個sem GPA上返3以上讀18 credDept head會唔會因為我之前太差個record唔批比我感謝大家🙏🏻,,,,,1,2,,,
⛑,🙃,"我得返fyp, b 或以上就first hon 😅 b以下嘅話就可以收返埋....",,,,,,,,,想問下各位econ師兄fyp大概咩grade,1,1
Acct1006 s1/2/3/4 gp mate,🐙,S4,🤗,S2🥲,🐰,Pm?,1,19,,,,,
zhou個iv係gay？,🙁,有冇佢啲莊員講下,😤,想知🤔,😖,屌 真唔真啊🫣,2,5,,,,,
hist major,👸,唔會 基本你有冇讀都穩入,🍨,1105 唔係core 啦喎,🍛,不過你要year 2補返,1,5,,,,,
PRAD2005 ads book score,😣,B+,🍱,a-,🍈,a-,1,8,,,,,
想知major bio gpa係咩情況,👮,Prof Mak真係……一言難盡,👮,🫠好彩平時CA拉一拉翻個分，如果唔係就等炒,🐶,Biol3035 A 好鬆手,6,32,,,,,
點樣appeal!!!,🙇,住hall好撚難溫書,💩,倒不如retake 由頭來過,💩,Appeal咗拎D或其他更差既grade  反而會影響cgpa,1,12,,,,,
有冇人知student helper 幾錢同點計鐘,🍰,depends你跟咩department做helper之前做CDC就開始結束填表填時間 一兩個月後FO跟form入數 要填強積金,🌛,計鐘方面係你自己申報？,🍀,Around $50-60 per hour,1,3,,,,,
GTCU2017 伏唔伏？,🍂,我都想知道😭😭,🐮,靚grade?,,,,,1,2,,,
有冇人試過投訴professor,⛑,想知有咩途徑😿🙏🏻,,,,,,,,,,1,1
gtsc2006,😑,thanksss🫶🏻,😊,sem1 係個外國人叫klein唔係香港所以全程online🤔 20%parti 要每堂都講嘢答下問題 prof幾好人但係guidelines 好模糊 🫠workload都細 得個10分鐘gp present 同計50%嘅final paper 全部都淨係話題目同course 有關都得 好free 就無咩要求🤔A左,😑,pushhh,1,4,,,,,
Retail 大家幾分？,🍄,Up,🍄,有冇人A,Yo114,B,1,4,,,,,
Fine2005 最後成績如何,🍎,冇認真睇過 但應該唔係,🍎,Mid term 啱啱好8成 exam唔知 懷疑要上堂答問題,🐹,Final 算唔算課課都有出？🤔,1,19,,,,,
有咩靚grade科 一齊交換sources,🐶,GTSU2036 A TRAN2025 A-,😭,COMP2015 A,,,,,1,6,,,
大家fine2005如何？,🌼,Btw thx,🌼,Bug 左講緊goop 個system,🌼,我係睇到retail 如何 😂但我問係問fine,1,19,,,,,
🙈,🍻,我都係啱啱過3 同心儀major將沒有緣分了,😶,啱啱過3,,,,,1,4,文院Year 1  sem 1 gpa,,
其實GPA/cGPA 幾多算高/低,😽,"但我見master 除咗睇undergraduate GPA, 仲會睇面試, ielts + reference letters",😽,即係話報返同一科機會率大啲？,nnnrrr,睇科，如果報同undergraduate嘅科唔同，有啲難,1,6,,,,,
Biotech GPA Year3,🍟,Env le,🐽,Second up了已經,,,,,2,7,,,
想問math & stats GPA,🀄,幾好喇,🐔,岩岩過3,🐔,Year 3入學 想問GPA岩岩係差定好同埋有冇機會做summer research 同讀master,1,3,,,,,
有冇人讀過GTCU2057 好唔好讀？,💣,Thanks🙏🏻🙏🏻,🙁,乜topic都得,🙁,最後做個present自己組決定topic,1,15,,,,,
下個sem cgpa想升0.02有幾難？,🌸,自己計下 多兩科3.7升唔升到😂,🙇,下個sem得hon pro，目前cgpa得3.08，想升返3.1，想問下hon pro如果攞A- 有冇機會升到3.1？,,,,,1,2,,,
有冇人可以推薦下邊個GFQR course,🍛,"Maths 2  , A-",🍛,Little and big data,🍛,永遠推1027,1,25,,,,,
Appeal grade難唔難？,🤕,同問 遇著個professor爛grade比分又唔透明 Moodle啲assignment連分都無比😓,🐍,同問,🍮,Send email俾professor定搵AR成功率大d？🙏🏻,3,3,,,,,
Honor project,🐖,今個sem應該未出deanlist，因為我都暫時未有,🙋,咁yr4 student 嘅deanlist/president honour roll，有無人知幾時會有,🙋,我顯示I,1,4,,,,,
學生證有冇得換相？,😎,冇，補領都係同一張相。你professor 手上嘅學生名單都會係呢張。,🍖,冇 柒足4年,😌,學生證😂,2,12,,,,,
GE F咗 可唔可以喺暑sem reg過？,🤒,仆街啦，如果retake就真心gg,🤒,下，但應該無可能會retake照計,🦃,"Me too, retake 加油...",1,10,,,,,
宋十老鬼內訌？,🐡,還咗錢未？,🐅,建議同學校講，報警同報小額錢債,🐅,痴撚線個個係度blame the victim 依家唔係應該屌個個乜撚柒波波？,8,21,,,,,
Yang女2人房轉Zhou🙏🏻,😍,你request我pls🙏🏻🙏🏻,🌚,Dm,😍,11,1,5,,,,,
yang 2人房男女層想換zhou,😀,Dm,😀,Dm,,,,,1,6,,,
想問下year 4暑sem先internship得唔得？,🐃,*bba,,,,,,,,,,1,1
有冇人讀過GTSC2025？exam難唔難？,🐛,普通話我ok，但冇bio中醫底⋯and想知讀過嘅同學拎乜grade？,,,,,,,,,,1,1
LLAW3007,😇,Section4換section1,,,,,,,,,,1,1
有冇得final year先申請defer去exchange,🍓,你有冇申請,🍓,正常11月尾係交exchange application嘅deadline,🍓,Summer exchange的話……可能有機會,1,3,,,,,
☠,👰,唔係好嚴 算係幾好人，都算幾有心教,🍾,At least林尾嗰堂有tips,🐫,樣惡，但冇野嘅不過共產黨史黎講，浸中教個個人同港中大冇得比,1,6,,,有冇人讀過HIST3116 好唔好讀？,,
22-23 sem2 法國🇫🇷,🐣,你係burgundy school of business?,耳機點解又唔見左,Me!!,🐣,Can pm?,1,16,,,,,
Bba hon pro,🤐,自己最信得過,🤐,組隊遇freeride 仲含,😾,大家份proposal進度點呢～？一到依啲時候就後悔冇組隊🥲,1,3,,,,,
有冇人讀過UCHL1066？,🐩,好唔好讀？,,,,,,,,,,1,1
🤔,👰,我唸冇人情況下你可以彈嘅，有好多人溫緊書就廢事嘈到人啦。,🤔,CVA common部琴係咪個個都用得？,,,,,1,2,CVA common部琴,,
😐,🙋,我應該會轉Section，如果到時轉到比你,🐦,求放LANG1005 section6🙏,🍬,"有冇人放GTCU2005, GTCU2046任何section?🙏🏼🥺",1,3,,,pre reg,,
求問TRAN4037,🐈,想問今年個course TRAN4037 Translation and Intercultural Studies既上堂時間係幾點？定係buniport有無邊度可以見到？thanks🙏🏻,,,,,,,,,,1,
abnormal psycho用咩教科書？,🍐,如題，同埋有無人可以share下心得/好唔好讀？Thx,,,,,,,,,,1,1
有冇人放CHIL3026 有酬！,🌚,今年year 4 差佢先minor 到😭😭有冇好心人放畀我 重酬！,,,,,,,,,,1,1
LLAW3007,Yo114,Push,😡,LLAW3007 有冇人section 1想轉 4？🫣,,,,,1,2,,,
hall嘅三人房係點？,🍗,好正上格床有自己私人空間宿費平啲冷氣同雪櫃又新啲,🌝,千其唔好 一陣間比兩個人杯,🍸,好逼 真心建議不要住,1,5,,,,,
想問下幾時會出成績？,👹,Ok Thxxx,LKHLLLLL,6/1,,,,,1,2,,,
Econ3096請final project,🦁,有 私,🐈,有冇人做A1,,,,,2,19,,,
🌝,🍵,?,🐵,🍊🤭🤭😏,,,,,1,2,🧡🏢🍊👼🏻🤭,,
宋hall  調其他科hall,🌬,我係男 邊個hall 都得,,,,,,,,,,1,1
Isem3006 source wanted !,🐨,pm,🍎,pm,🌷,Pm,1,15,,,,,
收LLAW3007 sources,🐌,Push,🐌,A grade above Mid term / past paperPm,,,,,1,2,,,
請問有冇人喺￼逸夫￼校園執到個肉色女款銀包？,🍝,推🤧,🌾,入面有身份證，同其他銀行卡麻煩有人執到可唔可以送返去保安室唔該晒🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,,,,,1,2,,,
有冇人有留fine 2005 recording ? 有酬,🍟,Up,🍟,Pm 有酬,,,,,1,2,,,
gtsu2036 final,🤑,今日就會知,🦄,聽日就會知,😤,有冇人知final有幾多題?係咪全mc?,1,3,,,,,
求要 Math2207 Exam Source,🐄,收Math2207 exam source，可酬，感激🙏,,,,,,,,,,1,1
想問NLSFT嘅錢學校係會幾時過番數俾我？,🙌,學校收到政府錢之後 過多排就會直接過返去你銀行,Leo3684,我係之前自己交左學費先 所以係有一筆錢重疊左🤔,😻,佢唔會過數畀你掛 佢直接畀學校扣錢,1,4,,,,,
代做R Programming Python course,🍌,pm,😁,Pm,,,,,1,21,,,
收MKTG4005 exam sources,🐟,Push,Hopp,同求,🐟,如題，最好有questions and answers，越高grade、年份越近越好,1,3,,,,,
